# QIIME v1.2.1 OTU table
#OTU ID	0	1	2	3	4	5	6	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	42	43	44	45	46	47	49	50	51	53	54	55	56	57	58	59	60	61	62	71	72	81	82	83	84	91	92	93	95	96	98	99	100	101	102	103	104	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	155	157	158	159	160	161	166	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185
k__Archaea;p__Crenarchaeota	1.0	8.0	0.0	1.0	4.0	1.0	2.0	2.0	0.0	2.0	2.0	0.0	2.0	3.0	0.0	17.0	3.0	5.0	1.0	0.0	1.0	1.0	1.0	0.0	3.0	10.0	4.0	4.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0	4.0	3.0	2.0	0.0	1.0	5.0	0.0	2.0	0.0	0.0	2.0	3.0	0.0	0.0	1.0	0.0	11.0	12.0	10.0	0.0	0.0	3.0	5.0	10.0	7.0	1.0	0.0	10.0	2.0	19.0	4.0	1.0	9.0	4.0	5.0	11.0	9.0	11.0	2.0	1.0	36.0	4.0	1.0	2.0	3.0	0.0	3.0	4.0	7.0	4.0	3.0	8.0	1.0	6.0	0.0	0.0	4.0	7.0	9.0	3.0	5.0	9.0	2.0	4.0	4.0	7.0	7.0	3.0	2.0	2.0	2.0	23.0	1.0	11.0	12.0	16.0	3.0	3.0	6.0	2.0	2.0	1.0	2.0	3.0	3.0	0.0	3.0	7.0	14.0	6.0	3.0	5.0	4.0	2.0	8.0	5.0	5.0
k__Archaea;p__Euryarchaeota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__ABY1_OD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__AD3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria	14.0	15.0	10.0	5.0	56.0	27.0	26.0	22.0	5.0	29.0	11.0	4.0	16.0	16.0	8.0	25.0	7.0	32.0	9.0	21.0	15.0	6.0	3.0	29.0	18.0	50.0	28.0	11.0	10.0	19.0	8.0	12.0	14.0	7.0	19.0	7.0	33.0	13.0	17.0	6.0	40.0	429.0	8.0	18.0	0.0	14.0	11.0	17.0	19.0	3.0	10.0	16.0	56.0	55.0	26.0	24.0	3.0	36.0	39.0	67.0	16.0	8.0	4.0	31.0	12.0	101.0	11.0	32.0	60.0	15.0	15.0	65.0	17.0	68.0	7.0	5.0	139.0	48.0	9.0	26.0	21.0	7.0	41.0	43.0	44.0	37.0	39.0	31.0	14.0	19.0	22.0	5.0	25.0	34.0	34.0	15.0	38.0	43.0	22.0	14.0	30.0	8.0	36.0	10.0	6.0	22.0	16.0	70.0	43.0	58.0	51.0	34.0	10.0	23.0	49.0	14.0	12.0	17.0	12.0	23.0	47.0	5.0	24.0	22.0	40.0	16.0	25.0	24.0	39.0	13.0	15.0	22.0	25.0
k__Bacteria;p__Actinobacteria	1260.0	2014.0	1070.0	1827.0	962.0	1739.0	2018.0	825.0	621.0	1350.0	1658.0	2403.0	1843.0	1712.0	1534.0	1527.0	2266.0	1511.0	3234.0	1568.0	2773.0	1334.0	2883.0	955.0	896.0	1451.0	1835.0	2704.0	4204.0	1504.0	3082.0	2116.0	2033.0	685.0	1230.0	2087.0	1143.0	880.0	911.0	1240.0	1494.0	1309.0	701.0	1216.0	1731.0	912.0	1236.0	1036.0	1676.0	3222.0	2459.0	868.0	1341.0	2488.0	1524.0	1311.0	3046.0	1608.0	2213.0	1335.0	1445.0	1861.0	1694.0	752.0	2942.0	1936.0	703.0	1388.0	2004.0	1852.0	1051.0	1417.0	1353.0	1998.0	2802.0	2496.0	2273.0	1484.0	791.0	1181.0	896.0	1779.0	1217.0	1523.0	1833.0	1677.0	1430.0	1296.0	1231.0	1228.0	1199.0	4222.0	804.0	1303.0	1708.0	1037.0	789.0	673.0	1224.0	615.0	1458.0	2344.0	1000.0	810.0	590.0	1572.0	776.0	1775.0	1280.0	1601.0	1422.0	1795.0	790.0	1014.0	2210.0	1167.0	619.0	832.0	882.0	2265.0	1456.0	1016.0	839.0	1056.0	1086.0	864.0	1605.0	1308.0	824.0	1346.0	1173.0	1133.0	1221.0
k__Bacteria;p__Aquificae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__BRC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	1.0	2.0
k__Bacteria;p__Bacteroidetes	417.0	372.0	248.0	302.0	483.0	406.0	413.0	284.0	153.0	301.0	662.0	381.0	383.0	443.0	488.0	388.0	303.0	565.0	490.0	702.0	627.0	573.0	490.0	740.0	1071.0	707.0	371.0	597.0	545.0	352.0	370.0	382.0	313.0	1077.0	234.0	432.0	407.0	675.0	441.0	230.0	405.0	422.0	417.0	467.0	150.0	459.0	542.0	613.0	322.0	315.0	307.0	799.0	590.0	400.0	604.0	210.0	145.0	340.0	931.0	378.0	497.0	112.0	518.0	545.0	301.0	498.0	171.0	420.0	456.0	538.0	861.0	548.0	1378.0	500.0	335.0	275.0	688.0	767.0	1373.0	869.0	842.0	1374.0	1093.0	517.0	573.0	670.0	967.0	477.0	506.0	375.0	1312.0	607.0	1314.0	1192.0	529.0	1064.0	736.0	495.0	494.0	174.0	533.0	367.0	413.0	713.0	194.0	435.0	257.0	642.0	666.0	320.0	509.0	710.0	434.0	1033.0	594.0	1559.0	1370.0	1009.0	536.0	311.0	479.0	1137.0	636.0	1075.0	681.0	304.0	625.0	435.0	493.0	531.0	1038.0	770.0	534.0
