# QIIME v1.2.1 OTU table
#OTU ID	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	42	43	44	45	46	47	48	49	50	51	53	54	55	56	57	58	59	60	61	62	71	72	81	82	83	84	91	92	93	95	96	98	99	100	101	102	103	104	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	155	157	158	159	160	161	166	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrososphaerales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Chloracidobacteria;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Acidimicrobiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales	836.0	836.0	1574.0	1135.0	1415.0	730.0	2020.0	1763.0	575.0	1390.0	2232.0	678.0	508.0	2859.0	1047.0	1243.0	1023.0	797.0	1256.0	622.0	899.0	953.0	1632.0	393.0	571.0	1676.0	1916.0	689.0	591.0	613.0	797.0	734.0	437.0	1229.0	1131.0	602.0	1856.0	840.0	222.0	569.0	498.0	895.0	2036.0	1172.0	1870.0	561.0	622.0	950.0	870.0	1415.0	1108.0	578.0	686.0	1587.0	1234.0	1165.0	691.0	636.0	713.0	923.0	507.0	2215.0	2150.0	526.0	1008.0	621.0	571.0	887.0	920.0	667.0	831.0	1783.0	858.0	1159.0	2408.0	1459.0	1940.0	907.0	1233.0	1820.0	917.0	1336.0	2075.0	731.0	1169.0	580.0	842.0	875.0	463.0	1503.0	1279.0	539.0	2042.0	1403.0	939.0	1673.0	983.0	901.0	706.0	643.0	1104.0	787.0	2568.0	2172.0	1538.0	1222.0	1127.0	1521.0	1817.0	1374.0	2669.0	866.0	742.0	1201.0	1738.0	1016.0	999.0	1117.0	1340.0	1192.0	2302.0	1476.0	1065.0	510.0	419.0	576.0	1402.0	1243.0	2518.0	1801.0	672.0	812.0	681.0	1419.0	942.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Bifidobacteriales	0.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Coriobacteriales	61.0	94.0	23.0	29.0	23.0	20.0	13.0	14.0	23.0	11.0	39.0	34.0	131.0	44.0	19.0	20.0	6.0	81.0	85.0	51.0	54.0	21.0	118.0	29.0	40.0	39.0	36.0	25.0	28.0	25.0	25.0	27.0	36.0	33.0	12.0	7.0	19.0	11.0	26.0	9.0	12.0	55.0	64.0	31.0	144.0	28.0	33.0	42.0	59.0	16.0	101.0	43.0	12.0	30.0	17.0	5.0	7.0	2.0	5.0	13.0	9.0	42.0	22.0	83.0	12.0	9.0	27.0	9.0	20.0	8.0	33.0	48.0	35.0	22.0	3.0	45.0	27.0	39.0	29.0	8.0	26.0	5.0	40.0	17.0	23.0	16.0	15.0	4.0	8.0	19.0	12.0	17.0	25.0	119.0	21.0	31.0	24.0	29.0	14.0	20.0	42.0	7.0	30.0	20.0	34.0	20.0	4.0	22.0	19.0	13.0	43.0	14.0	4.0	14.0	9.0	6.0	29.0	32.0	4.0	32.0	26.0	16.0	17.0	20.0	21.0	19.0	33.0	24.0	19.0	35.0	32.0	18.0	23.0	26.0	33.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__MC47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Solirubrobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	4273.0	4045.0	3865.0	4875.0	3637.0	5890.0	2832.0	1412.0	3683.0	1462.0	1586.0	3673.0	5515.0	1938.0	3753.0	2873.0	2517.0	4490.0	4754.0	4966.0	3919.0	3825.0	2563.0	4547.0	3800.0	2180.0	1188.0	2003.0	3449.0	3686.0	3117.0	4002.0	3979.0	1109.0	1216.0	1946.0	2155.0	1312.0	4246.0	1644.0	2462.0	2657.0	1863.0	701.0	2064.0	1154.0	3755.0	1183.0	1240.0	564.0	3128.0	2952.0	2799.0	1318.0	1035.0	1519.0	1351.0	1357.0	853.0	1279.0	2458.0	2260.0	1537.0	4548.0	2072.0	1767.0	2471.0	1413.0	1388.0	1185.0	3051.0	2999.0	1764.0	1386.0	124.0	2391.0	1782.0	3880.0	1759.0	547.0	1487.0	666.0	2135.0	2127.0	1793.0	1480.0	2497.0	466.0	1801.0	1242.0	614.0	1993.0	1081.0	2941.0	3214.0	2212.0	1389.0	1412.0	1045.0	1095.0	3010.0	932.0	1476.0	1379.0	1667.0	1084.0	348.0	664.0	589.0	856.0	1991.0	1563.0	1403.0	992.0	1153.0	2020.0	2381.0	1416.0	458.0	1811.0	2308.0	1166.0	2511.0	1941.0	2864.0	1873.0	2176.0	1522.0	925.0	1608.0	2129.0	2438.0	2573.0	1363.0	2115.0
