# QIIME v1.2.1 OTU table
#OTU ID	0	1	2	3	4	5	6	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	42	43	44	45	46	47	48	49	50	51	53	54	55	56	57	58	59	60	61	62	71	72	81	82	83	84	91	92	93	95	96	97	98	99	100	101	102	103	104	112	113	114	115	116	117	118	119	120	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	151	152	153	155	157	158	159	160	161	166	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185
k__Archaea;p__Crenarchaeota	10.0	35.0	17.0	6.0	38.0	14.0	24.0	9.0	4.0	16.0	12.0	6.0	6.0	7.0	10.0	26.0	8.0	18.0	6.0	7.0	3.0	3.0	8.0	3.0	13.0	20.0	9.0	5.0	0.0	4.0	0.0	17.0	12.0	0.0	4.0	6.0	11.0	18.0	17.0	12.0	4.0	10.0	4.0	5.0	11.0	13.0	7.0	2.0	4.0	4.0	11.0	7.0	35.0	10.0	25.0	27.0	9.0	10.0	28.0	16.0	25.0	16.0	3.0	27.0	7.0	22.0	11.0	140.0	47.0	21.0	40.0	7.0	50.0	25.0	37.0	66.0	10.0	7.0	74.0	18.0	15.0	78.0	6.0	32.0	15.0	23.0	28.0	29.0	46.0	29.0	22.0	20.0	5.0	25.0	24.0	22.0	34.0	52.0	12.0	18.0	36.0	41.0	21.0	18.0	18.0	15.0	12.0	92.0	24.0	79.0	52.0	21.0	35.0	8.0	33.0	21.0	216.0	40.0	26.0	21.0	40.0	16.0	24.0	16.0	135.0	12.0	14.0	23.0	20.0	34.0	29.0	19.0	28.0
k__Archaea;p__Euryarchaeota	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__ABY1_OD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__AD3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria	86.0	186.0	105.0	37.0	348.0	154.0	248.0	84.0	35.0	155.0	145.0	21.0	80.0	46.0	38.0	146.0	14.0	126.0	53.0	90.0	50.0	25.0	38.0	72.0	93.0	116.0	84.0	89.0	51.0	24.0	40.0	70.0	63.0	47.0	28.0	21.0	91.0	84.0	96.0	76.0	22.0	149.0	141.0	45.0	50.0	147.0	52.0	43.0	48.0	37.0	35.0	38.0	168.0	84.0	150.0	221.0	48.0	56.0	181.0	189.0	265.0	84.0	40.0	74.0	49.0	158.0	106.0	794.0	162.0	92.0	214.0	37.0	243.0	171.0	164.0	239.0	24.0	34.0	393.0	141.0	66.0	315.0	51.0	138.0	73.0	122.0	306.0	135.0	128.0	161.0	139.0	133.0	9.0	119.0	134.0	160.0	85.0	280.0	111.0	126.0	134.0	195.0	124.0	86.0	43.0	34.0	81.0	453.0	280.0	319.0	334.0	169.0	102.0	37.0	130.0	115.0	829.0	166.0	76.0	96.0	250.0	54.0	89.0	56.0	496.0	107.0	141.0	127.0	111.0	176.0	99.0	33.0	102.0
k__Bacteria;p__Actinobacteria	9266.0	11674.0	4746.0	9988.0	5213.0	7213.0	6650.0	4865.0	4215.0	5135.0	12835.0	9978.0	7498.0	6488.0	6340.0	7327.0	14330.0	7530.0	14816.0	6072.0	10154.0	4582.0	9475.0	8863.0	4766.0	3158.0	5046.0	6186.0	15867.0	5664.0	7933.0	7886.0	7230.0	2508.0	2808.0	9055.0	4236.0	8968.0	3944.0	4398.0	4490.0	3568.0	4280.0	3032.0	4319.0	5434.0	2728.0	4410.0	4566.0	4710.0	5566.0	5324.0	5885.0	4374.0	6250.0	6825.0	3567.0	12187.0	6385.0	7286.0	5122.0	6333.0	6258.0	5562.0	7631.0	3864.0	11302.0	7714.0	5399.0	5956.0	8623.0	7715.0	8020.0	7168.0	5113.0	6760.0	7143.0	13687.0	7953.0	6240.0	3921.0	5649.0	8922.0	5896.0	4848.0	4906.0	7121.0	4399.0	5980.0	7269.0	6421.0	6288.0	15388.0	4208.0	4822.0	7478.0	5875.0	4625.0	4901.0	4866.0	4803.0	5531.0	8657.0	4844.0	2235.0	3359.0	7237.0	7942.0	8841.0	7042.0	5844.0	6446.0	5441.0	2648.0	9296.0	10327.0	12691.0	5581.0	4427.0	9217.0	6270.0	6201.0	4661.0	4013.0	7862.0	4265.0	7065.0	5507.0	3401.0	5690.0	5398.0	5081.0	5635.0
k__Bacteria;p__Aquificae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__BRC1	0.0	0.0	0.0	3.0	0.0	1.0	18.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	1.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	3.0	1.0	2.0	2.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	4.0	1.0	4.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	2.0	1.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	9.0	0.0	0.0	1.0	2.0	0.0	8.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	3.0	0.0	1.0	3.0	2.0	1.0	3.0	3.0
k__Bacteria;p__Bacteroidetes	4306.0	4369.0	2263.0	1629.0	2581.0	1434.0	3441.0	3143.0	1508.0	2115.0	3761.0	1224.0	1720.0	3426.0	2350.0	1559.0	795.0	2555.0	2244.0	1701.0	1142.0	2244.0	1050.0	1442.0	2501.0	1435.0	1518.0	2440.0	1648.0	2742.0	962.0	2096.0	1249.0	987.0	1844.0	2671.0	1787.0	1484.0	1469.0	2684.0	1528.0	2559.0	2228.0	2765.0	1447.0	2149.0	2411.0	1609.0	2102.0	1278.0	1066.0	818.0	1533.0	1432.0	1353.0	5412.0	798.0	1003.0	1411.0	1779.0	1490.0	1026.0	5827.0	1177.0	1825.0	2766.0	1810.0	2466.0	1309.0	1495.0	1721.0	2724.0	3216.0	2170.0	3174.0	2903.0	1643.0	2316.0	1949.0	4330.0	3377.0	2977.0	2705.0	3160.0	2269.0	3088.0	5955.0	3159.0	3019.0	2360.0	2134.0	8073.0	2107.0	7894.0	3583.0	2749.0	4631.0	4743.0	2951.0	4391.0	1405.0	3690.0	1474.0	1775.0	2427.0	1193.0	1788.0	2082.0	2667.0	2000.0	1687.0	2229.0	1036.0	1125.0	2308.0	2963.0	3684.0	1884.0	1748.0	2087.0	2318.0	3422.0	3036.0	5783.0	4165.0	1975.0	2660.0	1737.0	4014.0	3990.0	3244.0	2383.0	5736.0
