OGs,AM-AD-1,AM-AD-2,AM-F10-T1,AM-F10-T2,DA-AD-1,DA-AD-1T,DA-AD-2,DA-AD-3,DA-AD-3T,DA-AD-4,ES-AD-1,ES-AD-2,ES-AD-3,ES-AD-4,FR-AD-1,FR-AD-2,FR-AD-3,FR-AD-4,FR-AD-5,FR-AD-6,FR-AD-7,FR-AD-8,IT-AD-1,IT-AD-2,IT-AD-3,IT-AD-4,IT-AD-5,IT-AD-6,JP-AD-1,JP-AD-2,JP-AD-3,JP-AD-4,JP-AD-5,JP-AD-6,JP-AD-7,JP-AD-8,JP-AD-9,JP-IN-1,JP-IN-2,JP-IN-3,JP-IN-4
COG4277,0.0000837,0.000157375,0.000430668,0.000276871,0.0000918,0.000177922,0.000182947,0.000142327,0.000215332,0.000025,0.000316037,0.000155799,0.000166864,0.000178883,0.000307056,0.000248884,0.000294076,0.000248141,0.00013255,0.000128983,0.000283988,0.000132875,0.000203633,0.000117968,0.00027611,0.0000374,0.000124855,0.000136103,0.000279438,0.00016933,0.000108103,0.000516814,0.000112975,0.000106849,0.000262436,0.00043248,0.000243152,0.0000083,0,0,0.0000321
COG4279,0.0000354,0,0.0000278,0.00000493,0,0,0.0000242,0.0000957,0.0000173,0.0000415,0.00000248,0,0.00000624,0.0000246,0.00000545,0.0000584,0.0000409,0,0.0000745,0.0000177,0.0000278,0,0,0.0000445,0,0,0.0000563,0.00000584,0.0000304,0,0,0,0.0000257,0,0,0,0,0,0,0.0000152,0
COG4283,0.0000928,0.000167101,0.0000629,0.0000317,0.000027,0.0000225,0.0000167,0.0000253,0.0000138,0.0000161,0.0000146,0.00000797,0.0000326,0.0000449,0.0000122,0.0000829,0.0000402,0.0000846,0.0000185,0.0000501,0.0000444,0.000153622,0.0000171,0.0000337,0.0000232,0.00000844,0.0000791,0.0000628,0,0.0000915,0.000152676,0.0000405,0.000153184,0,0.00018548,0.0000147,0.000130276,0.0000185,0,0.000045,0.0000848
COG4284,0.0000709,0.0000173,0.0000907,0.0000482,0.0000125,0.0000172,0.000142277,0.0000453,0.0000297,0.0000335,0.0000143,0.000014,0,0.0000291,0.0000319,0.00000775,0.0000173,0.0000696,0.0000896,0.00000546,0.0000487,0,0.0000133,0.0000863,0.0000583,0.0000231,0.0000373,0.0000224,0.0000202,0,0.0000171,0.0000236,0.0000376,0.00013233,0,0.0000258,0,0,0.000435662,0.000698365,0.0000224
COG4285,0,0,0,0,0,0,0,0,0,0.0000574,0,0.00000273,0,0,0,0.0000127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG4286,0.0000247,0.000105431,0.0000306,0.0000839,0.0000235,0.00000178,0.0000199,0.0000683,0.0000156,0.0000545,0.0000139,0.00000186,0.0000241,0.0000288,0.00013264,0.00000868,0.0000131,0.0000401,0.0000259,0.0000738,0.0000154,0.0000826,0.0000153,0.0000164,0.0000172,0.0000336,0.0000236,0.00000975,0,0,0.0000812,0.0000964,0.0000479,0.00000728,0.000313299,0.0000263,0.000098,0,0,0.0000173,0
COG4287,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000304,0,0,0,0,0,0,0,0.0000122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG4288,0,0,0,0.00000872,0,0,0.00000204,0.00000934,0,0.0000089,0,0,0,0.0000249,0,0.0000112,0,0,0.00000998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG4289,0.000245976,0.000361103,0.000189341,0.000014,0.000142956,0.0000313,0.000230648,0.000033,0.0000865,0.0000903,0.000248546,0.0000682,0.000165103,0.000127129,0.000139328,0.000215066,0.000230802,0.000162841,0.000127412,0.000155175,0.000141147,0.000243735,0.000123955,0.0000144,0.000164454,0.0000767,0.0000296,0.0000703,0.000235302,0.0000611,0.000159395,0.000130558,0.0000967,0.000257438,0.0000561,0.0000348,0.000253423,0.000139989,0.000243586,0.0000196,0.00034515
COG4290,0,0,0,0.00000491,0,0,0.0000045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000424,0,0,0,0,0,0,0,0,0,0,0,0
COG4291,0,0,0,0,0.00000216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000215,0,0,0,0,0,0.0000189,0.000141924,0,0,0
COG4292,0,0,0.0000357,0.0000343,0,0,0.00000433,0,0,0,0.0000234,0,0,0,0,0,0.0000047,0,0.0000108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000459,0,0,0.0000274,0,0,0.000209021,0
COG4294,0.0000393,0,0.000048,0,0,0,0.000133849,0,0,0.00000667,0,0.00000635,0,0,0,0,0,0.0000205,0.0000127,0.0000214,0,0.0000142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000119,0,0.000065,0.00000281
COG4295,0.0000124,0.0000574,0,0.0000366,0.000137576,0.000163842,0,0,0,0.000122102,0,0.000012,0.0000562,0,0.00000622,0,0.000025,0.0000805,0.0000194,0.000112432,0.0000158,0.0000267,0,0,0.00000905,0.0000283,0.0000146,0.0000411,0.0000258,0.0000174,0.0000257,0.0000128,0,0.00000716,0.0000622,0,0.0000062,0,0,0.00000549,0.00000556
COG4296,0,0.00000763,0,0,0,0,0,0.00000166,0.000058,0,0.0000036,0,0.0000241,0.00000338,0.00000916,0.0000109,0,0.0000069,0,0,0.0000156,0,0.0000359,0,0,0,0,0,0,0,0,0,0,0,0,0.0000211,0,0,0,0,0
COG4299,0,0,0.0000112,0.0000292,0.000144477,0.000122472,0.00036397,0.000416347,0.000349382,0.000183503,0.000386072,0.0000505,0.000259503,0.000273035,0.000177571,0.000235891,0.00048553,0.000128263,0.00018987,0.000198094,0.000160497,0.00015426,0.000291439,0.00022272,0.00027116,0.000103693,0.000203304,0.000356192,0.000292475,0.0000373,0.000095,0.000157335,0.000278705,0.000565728,0.000252356,0.000545191,0.000134051,0,0,0,0.0000145
COG4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000463,0
COG4301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000893
COG4302,0.0000197,0,0,0.00000658,0.0000286,0,0.000036,0.0000279,0.0000164,0.0000377,0.00000816,0.00000654,0.0000185,0.0000254,0,0.000021,0.0000628,0.0000284,0.000013,0.0000498,0.0000257,0.0000179,0.000101935,0.000251923,0.0000241,0,0.00000838,0.0000278,0.00000759,0.000136047,0.0000459,0.0000325,0.00011773,0.0000307,0.0000241,0.0000213,0.00000655,0.000277287,0,0,0.000181489
COG4303,0.0000301,0.0000401,0,0.0000154,0.0000175,0.0000133,0.0000511,0.0000238,0.00000532,0.0000414,0.0000189,0.00000744,0.0000432,0.0000854,0.0000574,0.0000377,0.0000645,0.0000448,0.0000104,0.000103821,0.00000757,0.0000553,0.000214946,0.000258606,0.0000353,0,0.0000532,0.0000313,0.000132395,0.0000638,0.000104522,0.0000992,0.000135899,0,0.0000435,0.0000443,0,0.00032339,0,0,0.000233184
COG4304,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000371,0,0,0,0,0,0,0,0,0,0,0,0,0.000026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG4305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG4306,0,0,0,0,0,0.00000841,0,0,0.00000238,0,0,0,0,0,0,0,0,0.0000153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG4309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000178
COG4310,0,0,0,0,0,0,0,0,0,0.00000376,0,0,0,0.00000818,0,0,0,0.0000176,0,0,0,0,0,0,0,0.0000328,0,0,0,0,0,0,0.00004,0.0000182,0,0,0,0,0,0,0
COG4314,0,0,0,0,0.00000236,0,0,0.0000104,0,0.0000216,0.0000333,0,0,0,0,0,0,0,0,0,0,0,0.00000681,0,0,0,0,0,0,0,0,0,0,0,0.0000245,0.00000508,0,0,0,0,0
COG4316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000165
COG4319,0,0,0,0,0,0,0,0,0,0,0,0,0.0000012,0,0,0,0,0,0,0,0,0,0,0.000061,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000220088,0,0,0
COG4320,0,0.000064,0,0.000136243,0,0,0,0.00000535,0,0,0.0000103,0.00000841,0,0.0000106,0.0000229,0.00000179,0,0.00000592,0,0,0,0.0000106,0,0.0000153,0.00000554,0.0000282,0.000031,0,0,0,0,0.0000372,0.00000595,0,0.00000205,0.000017,0.0000111,0,0.000564477,0.000367499,0.00000535
COG4321,0,0,0,0,0,0,0,0,0,0.0000279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG4325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000933,0.0000404,0,0
COG4332,0,0.0000155,0,0.0000173,0.00000775,0,0.00000393,0,0,0.00000517,0.0000341,0,0,0.00000733,0.00000944,0.0000349,0.0000128,0,0,0,0,0,0.000008,0.0000335,0,0,0,0.0000201,0,0,0,0,0.0000527,0.0000454,0,0,0,0.0000195,0,0,0.0000292
COG4333,0,0,0,0.0000876,0,0,0,0.0000252,0.00000477,0.0000116,0.0000124,0,0,0.00000937,0.00000281,0,0.0000357,0,0,0,0,0,0.00000556,0.00000817,0.0000201,0,0,0.0000477,0,0.0000391,0.0000146,0.0000347,0,0.00000972,0,0.0000354,0,0,0,0,0
COG4334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117652,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000813,0,0,0
COG4335,0,0.0000264,0,0.00000517,0.0000144,0,0.00000891,0,0,0,0.0000683,0.000018,0,0.0000311,0.0000251,0.0000094,0.00000447,0.00000268,0,0,0,0,0.00000409,0.0000113,0.00000296,0,0,0,0,0.0000382,0,0,0,0,0,0,0,0.000214243,0,0,0.0000202
COG4336,0.0000392,0.00000417,0.00000292,0.000104842,0.0000205,0.0000158,0.0000421,0.0000916,0.0000149,0.0000384,0.000000958,0.0000371,0.0000226,0.000032,0.0000689,0.0000343,0.000031,0.0000484,0.000100579,0.0000649,0.0000364,0.0000485,0.000138047,0.0000824,0.0000772,0.0000222,0.00010348,0.0000564,0.0000508,0.000356055,0.000019,0.000124263,0.0000768,0.00000711,0,0,0.0000185,0.0000165,0.0000155,0,0
COG4339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000218,0,0.00000558,0,0,0,0,0,0.0000193,0,0
COG4354,0.0000228,0.0000142,0.000067,0.0000232,0.0000201,0.0000232,0.000191245,0.0000328,0.0000284,0.000103516,0.000228701,0.0000335,0.000120474,0.000162399,0.0000245,0.0000475,0.000129648,0.000053,0.0000209,0.0000557,0.000119782,0.000131897,0.0000743,0.0000215,0.0000396,0,0.0000836,0,0.0000881,0.0000832,0.0000168,0.0000111,0.0000685,0.000141412,0,0.0000998,0.0000195,0,0,0,0
COG4357,0,0,0,0,0,0.000000781,0,0,0,0,0,0,0,0.00000537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG4359,0,0.00000354,0,0,0,0,0,0,0.00000528,0,0,0,0,0,0,0,0,0,0,0,0.00000512,0,0,0,0,0,0,0,0,0,0.0000183,0,0,0,0,0,0,0,0,0,0
COG4367,0,0,0.0000164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168453,0,0
COG4370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000924,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG4372,0,0.0000062,0.00000669,0.000037,0.00000178,0.00000888,0.00000525,0.00000236,0,0.0000369,0.000002,0,0.0000283,0,0.00000793,0,0,0.0000145,0.0000147,0,0,0,0.0000466,0,0.0000302,0,0.00000807,0.000013,0.0000214,0.0000354,0.0000384,0.00000541,0,0,0.00000744,0.00000824,0.0000455,0,0,0,0.0000881
COG4373,0,0,0.0000182,0,0,0,0.000153847,0.0000108,0.00000605,0.0000222,0.00000691,0,0,0,0,0,0.0000514,0,0,0,0.00000922,0.00000747,0.0000137,0.0000792,0,0,0.0000134,0.00000627,0.0000409,0,0.0000362,0,0,0,0,0,0,0.00000543,0,0,0.0000917
COG4377,0.000034,0,0,0.0000438,0.0000128,0.00000335,0,0.0000451,0.0000347,0.0000334,0,0,0.00000213,0.0000103,0.0000134,0.0000121,0.0000295,0.0000632,0.00000485,0.000021,0.0000935,0.0000384,0.0000194,0.0000181,0.0000116,0.0000194,0.0000321,0.0000196,0.0000821,0,0.0000106,0,0.0000041,0.0000332,0,0.000071,0.0000334,0,0,0.0000262,0
COG4379,0,0,0,0,0.0000145,0.00000181,0.0000023,0,0,0.0000143,0,0.00000573,0,0.0000143,0,0,0,0,0,0.0000189,0,0,0.00000668,0.0000312,0,0,0,0,0,0,0,0,0,0.00000396,0.0000144,0,0,0.0000909,0,0,0.0000899
COG4380,0,0,0,0,0,0,0,0.00000669,0.0000859,0,0,0,0.00000607,0,0.0000147,0,0,0,0.0000685,0,0,0.00000317,0,0,0,0,0,0,0,0,0.0000273,0.0000141,0,0,0.0000155,0,0,0,0,0,0
COG4381,0,0,0,0,0.00000328,0,0,0.0000021,0,0.00000372,0,0.0000176,0,0,0,0,0,0.00000871,0,0.00000783,0,0.00000776,0.0000115,0.000011,0,0,0,0,0,0,0.0000116,0,0,0,0,0,0,0.0000449,0,0,0.0000586
COG4382,0,0,0,0,0,0,0,0,0,0.00000107,0.00000605,0,0,0,0,0,0,0,0,0,0,0.0000224,0,0,0,0,0.00000444,0,0.000075,0,0.0000367,0,0,0,0,0,0,0,0,0,0
COG4383,0,0.0000205,0.0000253,0.00000939,0.000206407,0.000146334,0.000132372,0.0000964,0.00000551,0.000056,0.0000461,0.000078,0.0000728,0.0000788,0.000218353,0.0000238,0.0000849,0.0000299,0.0000554,0.0000596,0.0000728,0,0.000196523,0.0000584,0.0000192,0,0.0000827,0.0000233,0.000110879,0.0000285,0.0000756,0.0000412,0.000092,0.0000208,0.000102961,0.000194315,0.000067,0.0000334,0,0,0
COG4384,0,0,0,0,0.0000365,0,0,0,0,0.00000628,0,0.000018,0.00000684,0.00000235,0,0,0,0,0,0,0,0.0000132,0,0.000042,0,0,0.00000891,0,0,0,0,0.0000115,0,0,0.00000677,0,0,0.0000531,0,0,0.000111092
COG4385,0.00000698,0,0.0000311,0.00000328,0.0000509,0.00000518,0.0000373,0.000102181,0.00000976,0.0000186,0.00000506,0.00000269,0.0000209,0.0000112,0.0000456,0.00000881,0.0000089,0,0.0000145,0.0000107,0.00000898,0.0000118,0.0000223,0,0.000035,0.0000555,0.0000681,0.0000271,0.0000211,0.0000255,0.0000158,0,0,0,0,0.0000112,0,0.0000531,0,0,0.0000281
COG4386,0,0,0,0,0.0000165,0.00000377,0.0000153,0,0,0.0000399,0,0.0000027,0,0.00000834,0,0,0.00000633,0,0,0.0000384,0.00000653,0.00000779,0.000024,0.0000721,0,0,0,0,0.00000418,0.0000245,0.0000259,0,0,0,0,0,0,0.0000593,0,0,0.000126348
COG4387,0,0.000044,0,0,0.0000272,0,0.00000396,0.00000493,0,0.0000108,0.00000508,0,0,0.00000376,0,0.00000491,0,0.00000504,0,0,0,0,0,0.0000054,0,0,0,0,0,0,0,0,0,0.0000202,0,0,0,0,0,0,0
COG4388,0,0.0000571,0.0000109,0.00000694,0.00000388,0.00000756,0.000024,0,0,0.00000387,0,0.00000959,0.0000193,0.0000247,0.00000538,0.0000122,0,0.0000242,0,0.0000123,0.00000742,0,0,0.0000536,0.0000148,0,0.00000751,0,0.0000252,0.000023,0,0,0,0.0000248,0,0,0,0.0000145,0,0,0.000104189
COG4389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000106,0,0,0,0,0,0,0,0,0,0.0000104,0,0,0,0,0,0,0,0,0,0,0,0,0
COG4392,0.0000734,0.0000546,0.000134596,0.000135972,0.0000226,0.0000326,0.000019,0.0000787,0.0000714,0.0000167,0.0000105,0.0000559,0.0000105,0.0000249,0.000116338,0.0000684,0.0000107,0.0000605,0.0000377,0.000068,0.000084,0.0000797,0.0000303,0.0000352,0.0000547,0.0000518,0.0000958,0.0000522,0.0000199,0.000248471,0.000109683,0.000073,0,0.0000139,0.0000231,0,0.000112316,0,0,0,0.0000124
COG4393,0.000208203,0.0000634,0.0000154,0.000210348,0,0,0.00000276,0.0000222,0,0.000000802,0.0000536,0.00000304,0,0,0.0000551,0.0000112,0,0,0.0000748,0.00000888,0,0,0.0000635,0.0000233,0.0000109,0.00000759,0.0000243,0.0000194,0,0.0000482,0.0000485,0.0000152,0.0000111,0.00000827,0,0.00000433,0.0000256,0,0.000337094,0.000463161,0.0000261
COG4394,0,0,0,0,0.00000535,0,0.0000112,0.0000105,0,0.0000118,0.00000731,0.0000033,0.00000556,0.0000041,0,0.0000142,0.00000335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000542,0,0,0,0,0
COG4395,0,0.00000992,0,0,0.00000758,0,0.00000513,0.0000134,0.00000601,0.0000232,0.0000609,0,0.00000556,0.00000582,0.00000283,0.00000411,0,0.00000811,0.00000705,0,0.0000315,0,0.0000205,0,0.0000247,0,0.00000211,0.0000141,0,0,0.000035,0,0,0,0,0,0,0,0,0,0
COG4396,0,0,0,0,0.00000324,0,0,0.00000234,0,0.00000783,0,0.00000341,0,0.0000621,0.0000313,0.0000237,0,0,0,0,0,0.00000678,0,0.0000229,0,0,0.00000442,0,0,0,0.000028,0.000062,0,0,0,0,0,0.0000099,0,0,0.000132996
COG4397,0,0.0000724,0,0.00000759,0.0000257,0.0000105,0.00000169,0.0000108,0.00000502,0.0000174,0.0000156,0.00000462,0.00000892,0.00000332,0.0000132,0,0.0000173,0.0000158,0,0,0,0,0.00000602,0,0,0,0.0000142,0,0.000116578,0.0000225,0,0.0000181,0,0.0000171,0,0,0,0.0000637,0,0,0
COG4399,0.00000856,0,0,0.00000341,0,0,0.000017,0,0,0,0,0,0,0,0,0,0,0,0,0.000064,0,0,0,0,0,0,0.0000108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG4401,0,0.0000493,0,0,0.00000841,0,0,0.00000686,0.0000044,0,0,0,0.00000774,0,0,0,0.00000809,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000481,0,0,0,0,0,0,0,0,0,0
COG4403,0,0.000120587,0.0000189,0.000268445,0.0000277,0.0000406,0,0,0,0.00000318,0.0000187,0,0,0.0000175,0,0,0.0000098,0.0000113,0.0000563,0,0.0000429,0.0000592,0,0,0.0000479,0.0000109,0,0.0000163,0.000051,0.0000243,0,0,0.0000819,0.0000043,0,0.0000122,0,0,0,0.000357471,0.0000899
COG4405,0.0000541,0,0.000345554,0.0000695,0,0.00000441,0.000156391,0.0000181,0.00000189,0.0000147,0,0.0000241,0,0.000043,0.0000181,0.000032,0,0,0,0.00000424,0,0,0.00000414,0.0000424,0.0000596,0.0000195,0.0000196,0.0000367,0,0.0000452,0.0000208,0,0.00000646,0.0000457,0.00000163,0.0000145,0,0.000161789,0.0000218,0.000357862,0.000135753
COG4409,0.0000246,0.0000949,0.00015727,0.00016758,0.000142715,0.000049,0.000229432,0.000146775,0.000218547,0.000270157,0.000421319,0.0000735,0.000252649,0.000272205,0.000126972,0.000144031,0.00018279,0.000158561,0.000129683,0.000170111,0.000267304,0.000122584,0.000113857,0.000128063,0.00011412,0.0004691,0.000235058,0.000226929,0.000131672,0.0000646,0.000178405,0.000101292,0.0000768,0.000355901,0.0000526,0.000134161,0.000387676,0,0.0000522,0.001014031,0.0000474
COG4412,0.0000247,0,0,0,0.0000407,0.00000149,0.0000112,0,0.000019,0.0000562,0.00000319,0.00000923,0.0000154,0.0000282,0,0.0000075,0,0.00000705,0.0000255,0,0,0,0.0000439,0.00000562,0,0.000211518,0,0.0000181,0,0,0.0000134,0,0.00000665,0,0,0.0000439,0.0000553,0,0,0,0.0000495
COG4413,0,0,0.00000932,0.00000507,0.00000453,0.0000188,0.0000622,0.0000121,0.0000452,0.00000389,0.000131201,0.0000092,0.0000516,0.0000239,0.000017,0.0000613,0.0000256,0.0000469,0.0000218,0.000016,0.0000315,0.00000621,0.0000347,0.000012,0.0000185,0,0.0000099,0,0.0000843,0,0.0000284,0.0000485,0,0.0000567,0.000119111,0.0000123,0.0000387,0,0,0,0
COG4420,0.0000427,0.0000059,0.0000158,0.000016,0.0000107,0.0000169,0.000147775,0.0000609,0.0000434,0.000108808,0.00000662,0.0000311,0.00000333,0.0000335,0,0.0000312,0,0.0000534,0.000041,0.0000752,0,0.000097,0.0000836,0.0000263,0.0000186,0.0000372,0.0000341,0.000115919,0,0.000249893,0,0.000149221,0.000100677,0,0.00000815,0,0,0.0000861,0.0000147,0,0
COG4421,0.0000061,0,0,0,0,0,0.00000476,0.00000336,0,0,0.0000748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG4422,0.000203345,0.000302799,0.000228617,0.000287968,0.000200887,0.000427756,0.000220348,0.000182515,0.000200009,0.000252244,0.000195165,0.000346486,0.000221517,0.000494031,0.000420976,0.000447579,0.000240617,0.00049495,0.000275445,0.000215622,0.000376523,0.000479939,0.000189417,0.000173566,0.000321229,0.000112284,0.000308963,0.000103425,0.00043337,0.000355567,0.000243434,0.000419795,0.000776037,0.000636864,0.000332258,0.000563441,0.000497843,0.0000165,0,0.0000888,0.00011351
COG4425,0,0.0000303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000768,0,0,0,0.00000494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG4430,0,0,0.0000112,0.00000774,0.00000868,0.00000269,0.000287053,0.0000365,0.0000472,0.0000119,0.000129333,0.0000121,0.0000522,0.0000721,0.0000195,0.0000997,0.000200261,0.0000331,0.0000423,0.000021,0.0000598,0.000101074,0,0.0000654,0.0000441,0,0.0000355,0.0000303,0.000126294,0,0,0.0000391,0.0000192,0.00009,0.000168969,0.00000399,0,0,0,0.00005,0
COG4443,0.000045,0.0000723,0.000108786,0.0000323,0.00000215,0.0000727,0.0000168,0.000028,0.0000683,0.0000209,0.00000732,0.000029,0.00000595,0.00000395,0.00000357,0.0000135,0.00000753,0.000052,0.0000229,0.0000247,0.000046,0.0000274,0,0.00000826,0.00000526,0.0000248,0.0000252,0.0000156,0.0000166,0.0000761,0.0000305,0,0.0000218,0.00000553,0.00012162,0.0000552,0.000166892,0.0000155,0.0000138,0.000024,0.0000748
COG4445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000925,0.0000164,0,0,0,0,0,0,0,0,0,0,0,0,0.000132344,0,0,0.0000198
COG4448,0,0.00000299,0,0.00000811,0,0,0.00000301,0.00000164,0,0.00000347,0,0.00000301,0.00000223,0.0000155,0,0,0.00000915,0,0,0,0.0000116,0.00000182,0,0.00000729,0,0.0000121,0.0000913,0.0000357,0,0,0,0,0.0000385,0,0,0.0000158,0,0,0,0,0
COG4451,0,0,0,0,0,0,0.00000772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG4452,0,0,0,0.00000852,0.0000207,0.00000135,0.0000545,0,0.0000185,0,0.0000253,0,0.0000372,0.0000426,0.000016,0.0000227,0.0000304,0.0000254,0,0,0.0000247,0.0000164,0.00000608,0.000126512,0.0000163,0.0000104,0.0000379,0,0,0,0.00000675,0.00000701,0.0000699,0.000063,0,0.0000218,0,0.000357416,0,0,0.000117281
COG4453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000917,0,0,0
COG4454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG4457,0,0,0,0,0.0000095,0.000000788,0.0000157,0,0,0.000034,0.00000294,0,0,0,0.00000595,0,0,0,0.0000167,0.0000103,0.0000165,0,0.0000367,0,0.00000771,0,0.0000296,0,0,0,0.0000089,0,0,0,0,0,0,0.0000406,0,0,0.000034
COG4458,0,0,0,0.00000522,0.00000908,0,0.000005,0.00000424,0,0.0000491,0.00000976,0,0.00000603,0.00000157,0,0,0,0.00000439,0,0.0000135,0,0,0.0000978,0,0,0,0.00000954,0,0,0,0,0.0000577,0,0,0,0,0,0.0000378,0,0,0.000013
COG4460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128177,0,0,0,0,0,0,0.0000328,0,0,0,0,0,0,0.000310116,0,0,0.00000771
COG4461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000243,0,0.0000159,0,0,0
COG4463,0.0000365,0.0000398,0.000113523,0.0000396,0.0000034,0.0000242,0.0000654,0.0000318,0.000127386,0.0000387,0,0,0.0000259,0.00007,0.00000775,0.0000145,0.000023,0.0000656,0.000026,0.0000859,0.0000947,0.0000871,0.000155397,0.0000398,0.0000855,0.0000549,0.0000639,0.000176791,0.0000572,0.000364178,0.000048,0.00012607,0.0000198,0,0,0.00000284,0,0.0000249,0.0000134,0.0000164,0.0000658
COG4464,0.000151669,0.000207731,0.0002725,0.000287664,0.000270663,0.000190735,0.000325253,0.000164881,0.000195157,0.000246519,0.000226859,0.000109417,0.000326746,0.000270068,0.000190161,0.000264347,0.000288252,0.000173513,0.000333649,0.000212837,0.000230372,0.000361625,0.000242937,0.0000739,0.00015826,0.00034565,0.000603084,0.000255565,0.000194631,0.000180789,0.000101617,0.000443602,0.000321251,0.000426144,0.000241514,0.000198287,0.000180219,0.0000125,0.000017,0.0000113,0.000126631
COG4465,0.0000258,0.000105179,0.000138349,0.000101928,0.0000291,0.000137825,0,0.00000263,0.0000884,0,0.0000156,0.0000335,0.0000157,0.0000445,0.0000134,0.0000047,0.00000939,0.0000295,0.000067,0.000142592,0.0000436,0.0000287,0.00000794,0,0.000023,0.0000144,0.0000112,0.0000139,0.0000496,0.00000383,0,0,0.000029,0.00000887,0.000145975,0.0000365,0.0000875,0,0.0000105,0.0000314,0
COG4466,0.0000452,0.0000773,0,0,0.00000223,0,0.0000125,0,0.00000906,0.0000188,0,0,0,0.00000984,0,0.00000509,0,0.00000422,0.00000677,0.00000292,0.0000421,0.0000945,0,0,0,0.00000842,0.0000172,0.00000313,0,0.000015,0,0,0.0000187,0,0.0000199,0,0.0000463,0.000042,0,0,0.0000275
