"time","species_1","species_2","species_3","species_4","species_5","species_6","species_7","species_8","species_9","species_10","species_11","species_12","species_13","species_14","species_15","species_16","species_17","species_18","species_19","species_20","species_21","species_22","species_23","species_24","species_25","species_26","species_27","species_28","species_29","species_30","species_31","species_32","species_33","species_34","species_35","species_36","species_37","species_38","species_39","species_40","species_41","species_42","species_43","species_44","species_45","species_46","species_47","species_48","species_49","species_50","species_51","species_52","species_53","species_54","species_55","species_56","species_57","species_58","species_59","species_60","species_61","species_62","species_63","species_64","species_65","species_66","species_67","species_68","species_69","species_70","species_71","species_72","species_73","species_74","species_75","species_76","species_77","species_78","species_79","species_80","species_81","species_82","species_83","species_84","species_85","species_86","species_87","species_88","species_89","species_90","species_91","species_92","species_93","species_94","species_95","species_96","species_97","species_98","species_99","species_100"
1,27,23,8,28,13,3,30,31,23,4,29,5,32,3,8,12,25,2,25,22,12,10,2,32,34,37,21,27,21,14,2,2,21,12,24,28,12,14,18,4,43,25,17,9,3,25,10,9,18,30,12,29,19,2,20,18,11,20,20,18,27,25,20,0,30,36,28,2,18,2,31,16,32,17,15,8,29,5,2,11,10,36,29,3,4,0,26,18,4,26,3,12,22,14,26,22,8,26,6,23
2,30,29,9,42,17,3,37,43,33,5,31,7,38,3,9,13,35,3,28,29,16,14,2,36,39,43,28,36,28,18,3,2,26,16,28,34,11,20,26,7,48,35,21,15,3,29,9,10,22,42,13,45,22,2,30,27,15,29,27,26,30,32,28,0,46,40,31,3,24,3,42,20,33,21,17,12,40,6,2,17,15,44,36,4,5,0,36,26,5,32,3,15,28,15,30,26,9,32,7,30
3,32,35,9,47,17,3,41,50,39,6,35,8,49,3,13,14,43,4,30,31,17,20,2,41,45,50,33,42,33,18,3,2,32,17,37,38,14,20,32,9,52,44,30,19,3,34,9,16,25,50,18,50,25,3,33,32,20,34,35,27,34,37,33,0,55,52,39,4,31,4,51,26,36,22,22,12,47,6,3,22,21,52,43,6,6,0,42,33,5,38,4,19,31,19,34,30,11,36,8,33
4,35,41,11,51,19,3,47,56,43,9,39,9,49,3,13,15,44,4,33,36,18,22,2,45,51,55,35,46,34,19,3,2,33,18,41,44,15,21,35,9,61,54,31,22,2,42,10,17,32,56,18,54,28,3,36,40,25,36,43,26,37,41,36,0,57,57,39,4,38,4,55,29,42,27,24,12,53,9,4,22,25,55,51,7,5,0,44,36,6,40,6,21,38,19,38,39,13,41,10,34
5,39,43,11,57,21,3,53,63,47,9,43,10,53,3,16,18,47,4,35,38,18,24,2,50,55,60,41,55,36,20,4,2,39,20,47,49,16,23,38,9,66,59,31,22,2,42,11,20,35,59,19,56,31,3,38,42,27,36,42,28,39,43,37,0,63,59,41,4,40,4,57,31,43,25,26,14,56,10,4,24,27,55,54,7,5,0,47,39,6,44,6,24,40,21,36,44,15,45,11,35
6,42,44,11,62,25,3,56,68,54,9,48,11,57,3,19,20,49,5,38,40,18,29,2,53,57,63,42,58,39,21,4,2,39,21,52,51,18,23,40,9,69,63,33,25,2,44,11,25,36,61,19,59,32,3,38,44,29,42,48,30,41,45,40,0,63,60,42,5,44,4,57,35,48,26,28,16,58,10,4,26,30,60,56,6,5,0,53,39,8,46,6,26,44,22,38,49,16,47,11,36
7,45,45,11,65,25,3,58,70,58,10,49,11,60,3,21,21,51,5,41,43,18,31,2,57,60,66,43,62,43,21,4,2,41,24,55,52,18,25,41,9,71,64,33,25,3,44,12,26,37,59,19,61,33,3,39,45,33,42,52,33,44,45,41,0,66,60,43,7,51,4,59,36,50,26,29,15,58,10,5,29,31,63,62,5,5,0,54,42,8,54,6,29,47,25,37,52,16,47,12,39
8,47,46,11,68,27,3,57,75,59,10,49,11,62,3,21,22,51,5,43,47,19,32,2,58,64,67,44,62,41,22,5,2,41,25,55,51,20,28,41,9,72,67,34,27,4,44,12,27,39,59,20,64,34,3,38,49,34,43,53,35,46,48,43,0,71,63,43,8,51,4,62,38,52,28,31,14,62,10,7,29,32,64,65,5,5,0,54,42,8,54,7,29,49,27,39,53,16,50,13,41
9,48,50,11,71,29,4,56,78,60,10,50,11,62,3,22,24,49,7,45,47,19,32,2,58,65,66,45,64,42,22,6,3,42,25,55,51,20,29,42,9,72,69,38,28,4,43,12,27,40,63,22,68,33,3,39,50,35,42,53,35,49,50,44,0,71,67,44,8,56,4,65,38,55,28,31,14,64,10,7,29,33,67,66,5,5,0,54,43,8,55,7,29,49,28,39,56,16,52,12,42
10,49,50,12,69,29,4,58,80,61,11,52,12,62,3,22,24,50,7,44,48,19,32,2,59,68,66,47,65,43,22,8,3,43,25,57,52,20,31,45,9,74,71,39,29,5,42,12,27,41,63,22,68,33,3,40,49,36,45,54,35,50,51,46,0,73,69,44,8,57,4,66,39,55,28,31,14,65,9,7,31,33,67,67,5,6,0,56,44,9,57,7,30,51,28,39,59,16,55,12,42
