"time","species_1","species_2","species_3","species_4","species_5","species_6","species_7","species_8","species_9","species_10","species_11","species_12","species_13","species_14","species_15","species_16","species_17","species_18","species_19","species_20","species_21","species_22","species_23","species_24","species_25","species_26","species_27","species_28","species_29","species_30","species_31","species_32","species_33","species_34","species_35","species_36","species_37","species_38","species_39","species_40","species_41","species_42","species_43","species_44","species_45","species_46","species_47","species_48","species_49","species_50","species_51","species_52","species_53","species_54","species_55","species_56","species_57","species_58","species_59","species_60","species_61","species_62","species_63","species_64","species_65","species_66","species_67","species_68","species_69","species_70","species_71","species_72","species_73","species_74","species_75","species_76","species_77","species_78","species_79","species_80","species_81","species_82","species_83","species_84","species_85","species_86","species_87","species_88","species_89","species_90","species_91","species_92","species_93","species_94","species_95","species_96","species_97","species_98","species_99","species_100"
1,4,1,5,1,0,6,1,2,4,6,2,6,3,3,5,4,7,3,0,3,2,7,2,0,3,5,6,2,7,4,10,7,2,4,4,0,3,5,10,5,2,0,1,0,7,3,2,0,0,2,6,0,2,0,1,8,10,7,7,9,2,3,6,8,0,3,1,7,5,2,9,5,4,11,5,5,5,2,4,4,3,9,8,6,4,1,7,2,1,4,4,2,3,8,8,0,5,7,5,3
2,6,3,8,2,1,9,1,4,5,10,2,9,4,3,7,8,8,4,0,4,2,9,6,0,6,7,10,2,9,6,13,8,5,4,6,2,4,9,14,7,2,1,2,0,7,7,4,0,0,5,6,0,2,0,2,9,13,10,7,10,3,5,8,10,1,3,3,10,4,3,12,7,8,14,8,5,5,4,5,4,5,15,11,8,7,1,8,5,5,6,4,3,5,14,9,0,7,8,9,3
3,10,3,12,6,1,12,2,6,4,13,3,14,5,2,8,9,10,5,1,4,2,14,7,0,8,8,13,3,13,9,14,10,6,7,7,2,4,10,16,10,3,2,3,0,8,10,4,0,0,7,6,0,2,1,2,15,16,10,8,12,7,7,11,13,1,3,4,11,4,3,16,9,9,16,11,7,9,5,8,7,5,17,14,8,11,2,10,5,6,8,4,8,6,17,11,1,9,10,9,6
4,12,3,14,10,1,18,2,8,4,14,4,19,6,3,10,9,15,6,2,6,2,18,11,0,12,11,16,5,19,12,19,14,8,12,9,1,4,12,21,10,3,2,3,0,10,11,5,0,0,7,8,0,2,4,3,16,17,12,10,15,11,8,13,14,1,3,4,14,5,3,20,10,10,17,15,8,12,6,10,9,7,22,14,9,13,2,11,6,7,8,4,10,6,19,14,1,10,12,10,8
5,15,7,21,11,1,18,2,11,6,17,7,23,7,3,15,12,17,7,3,7,2,19,12,0,15,13,21,6,21,16,21,17,10,14,14,1,5,13,22,11,4,3,4,0,11,13,6,1,0,8,9,0,3,4,5,18,21,13,11,17,16,10,16,16,3,5,5,19,6,4,21,9,13,19,18,13,13,6,11,10,9,26,18,9,13,2,15,6,6,8,4,11,6,19,13,1,13,12,15,9
6,14,7,28,12,1,21,3,11,7,18,8,25,9,5,17,15,21,9,3,9,2,20,13,0,16,16,24,6,23,18,24,16,13,14,16,1,5,14,24,12,6,3,4,0,11,14,9,1,0,9,12,0,4,4,5,21,23,16,18,21,21,10,16,20,4,5,5,20,7,4,24,8,13,20,21,15,15,6,14,17,13,27,21,11,14,2,16,7,6,10,5,12,6,22,13,1,15,14,16,11
7,14,8,32,14,1,22,5,13,7,20,8,28,11,5,20,15,21,10,4,9,2,24,14,1,17,16,25,7,25,19,26,18,13,16,17,1,6,16,26,14,7,4,4,0,11,16,11,1,0,10,14,0,4,5,5,23,27,18,20,22,21,10,17,23,5,6,6,22,7,5,28,9,13,20,23,16,16,7,18,18,15,29,22,11,18,3,20,7,7,12,5,13,10,24,12,1,15,13,18,10
8,16,10,35,14,1,27,6,15,9,24,8,27,13,7,20,18,23,12,6,11,2,25,16,1,17,18,27,9,25,20,28,19,15,18,18,2,6,17,26,16,7,5,4,0,12,18,10,1,0,11,14,0,5,4,5,25,31,19,23,25,21,12,20,25,5,6,5,27,8,5,32,10,13,26,26,20,19,8,20,17,16,34,24,14,18,3,25,7,6,14,6,13,12,25,13,1,16,14,20,11
9,16,12,38,17,1,31,6,18,8,27,8,30,13,7,20,20,23,13,8,11,2,29,14,2,18,19,27,10,27,23,27,20,15,19,19,2,6,18,29,19,7,5,4,0,12,18,10,2,0,12,15,0,7,4,6,25,35,19,24,27,24,13,25,25,5,6,5,30,8,5,33,12,14,28,28,23,19,8,20,17,17,37,25,16,19,3,26,9,7,14,6,11,12,28,15,1,17,15,23,13
10,16,14,40,19,1,31,6,19,9,27,10,35,14,8,21,23,21,13,8,12,2,31,14,2,17,22,27,10,29,25,27,21,17,21,19,3,6,19,31,20,9,5,4,0,15,18,11,2,0,13,15,1,8,4,7,26,39,20,24,27,24,14,26,26,7,7,5,31,8,5,36,13,14,28,30,25,21,9,21,20,18,37,27,17,21,3,28,10,7,16,6,11,12,30,14,1,18,15,23,13
11,17,14,42,19,1,33,6,20,9,30,10,37,15,8,22,25,21,15,8,12,2,32,15,2,18,23,29,12,29,26,26,23,20,22,21,3,7,20,32,20,9,6,4,0,16,19,11,3,0,13,15,1,8,6,7,27,41,21,26,28,25,16,26,29,7,7,5,33,8,6,36,14,13,29,32,29,23,10,23,22,19,40,28,16,24,3,32,11,7,16,6,12,12,33,16,2,19,16,25,16
12,20,14,43,20,1,33,6,21,9,32,11,40,16,8,23,28,26,14,8,13,2,35,17,3,18,27,31,14,30,26,29,23,20,25,25,4,9,22,33,19,10,5,4,0,15,18,12,4,0,15,17,2,8,6,7,27,43,23,24,31,27,16,27,30,8,6,5,33,9,6,37,15,12,32,35,30,24,11,23,26,18,44,28,17,25,4,34,10,7,17,7,12,12,34,20,2,19,18,24,18
13,20,14,46,21,1,33,7,24,10,34,11,42,18,8,23,29,29,16,8,14,2,38,19,3,18,27,33,15,30,28,32,25,19,25,26,4,9,26,33,19,10,6,4,0,16,20,12,4,0,15,19,2,10,7,7,29,45,24,23,32,27,17,30,31,9,6,6,39,12,6,36,15,13,34,36,32,24,12,24,27,18,47,28,17,25,4,37,9,8,18,8,11,12,36,21,2,21,20,27,20
14,20,18,50,22,1,34,7,24,10,35,12,43,19,8,24,29,30,17,9,14,2,39,21,3,18,29,34,15,34,30,31,26,16,25,27,5,9,26,35,18,13,5,4,0,16,21,12,4,0,15,19,2,11,7,7,31,47,24,25,32,28,18,29,33,11,6,6,43,12,8,38,15,15,34,38,34,25,12,25,31,20,48,30,18,27,4,38,10,8,19,9,11,12,37,21,2,21,21,27,20
15,19,18,50,22,1,35,7,24,10,36,12,46,19,10,26,29,31,17,9,14,2,40,21,3,17,30,35,14,33,30,31,30,17,27,30,5,9,26,38,19,14,5,4,0,17,22,13,4,0,16,21,2,12,8,7,33,48,24,25,33,30,18,30,34,11,6,6,45,11,8,39,16,16,36,38,37,27,14,26,34,21,46,32,19,27,4,37,10,7,20,9,11,11,34,22,2,21,22,29,20
16,20,19,50,22,1,37,7,25,12,38,13,45,18,10,27,33,32,18,10,15,2,41,21,3,17,31,35,15,34,31,32,31,18,29,31,4,9,28,38,19,17,6,6,0,19,23,14,4,0,16,25,2,12,8,6,36,47,25,28,32,32,18,30,33,11,6,6,47,12,8,41,16,18,38,40,38,27,15,27,35,20,46,34,20,27,4,37,10,7,21,9,10,14,33,21,2,22,22,30,21
17,21,19,52,22,1,37,7,26,12,40,14,49,19,11,26,33,33,18,10,16,2,42,21,3,18,32,35,16,39,30,32,32,18,30,32,3,9,28,40,19,17,6,6,0,20,24,15,4,0,16,23,2,12,8,6,36,51,26,27,33,33,19,32,33,12,6,6,48,11,9,45,16,18,41,41,39,27,15,30,36,19,48,35,20,29,4,39,10,7,22,9,12,14,35,21,2,22,22,30,24
18,24,19,52,22,1,36,7,27,14,41,14,51,22,11,26,33,33,18,10,16,2,43,21,4,20,33,35,16,38,31,31,32,22,31,35,4,9,28,40,19,18,6,7,0,21,25,15,4,0,17,28,1,13,8,7,38,51,26,27,34,34,19,33,34,12,6,6,50,11,9,45,16,19,43,41,39,27,15,32,36,20,51,35,22,30,4,38,11,8,23,10,13,14,33,20,2,20,25,31,24
19,26,19,53,23,1,35,7,27,14,42,15,52,25,12,25,34,32,19,11,19,2,42,22,4,20,34,35,18,39,31,30,35,22,31,37,4,9,29,41,21,18,6,7,0,22,26,15,4,0,18,30,1,14,8,7,39,52,26,27,35,34,19,38,35,12,6,6,53,11,10,44,18,20,44,42,38,28,15,32,36,20,57,36,22,29,4,40,11,9,23,11,14,14,34,20,2,20,27,33,25
20,28,19,53,23,1,35,7,28,14,44,17,55,26,14,24,34,34,20,12,18,2,44,22,4,20,34,36,19,38,33,31,38,22,32,37,4,9,29,44,22,18,6,6,0,21,26,15,4,0,18,31,1,15,9,7,39,52,26,27,36,33,20,38,36,12,5,5,52,12,10,45,20,20,43,43,37,28,16,33,39,21,58,38,23,29,4,41,13,10,24,11,14,14,32,21,2,22,28,32,27
21,29,19,54,26,1,36,7,28,13,46,17,55,25,16,26,36,32,22,12,19,2,44,25,4,21,35,38,20,40,33,32,40,21,35,39,4,9,30,46,24,18,6,6,0,21,26,15,4,0,19,32,1,15,9,7,40,53,26,29,39,35,21,40,37,11,5,6,53,12,11,46,20,20,46,45,38,29,16,33,40,23,60,42,23,29,4,41,13,13,24,13,14,16,33,21,2,22,28,33,28
22,29,20,55,26,1,37,7,28,14,47,17,58,24,18,26,38,33,22,12,20,2,43,26,4,22,37,38,22,40,33,35,41,22,35,40,4,9,32,48,25,18,6,5,0,22,29,16,4,0,20,32,1,15,9,8,40,54,26,28,39,35,22,41,37,11,5,6,54,12,11,46,22,20,49,48,38,30,18,35,40,24,61,43,23,30,4,41,13,12,26,13,14,16,32,21,2,22,30,33,29
23,30,22,56,26,1,36,7,28,14,47,18,60,25,18,28,36,34,25,12,20,2,44,26,4,24,39,39,22,41,34,36,42,22,35,41,4,10,33,51,25,18,6,5,0,23,28,16,3,0,20,31,1,16,9,9,41,55,27,29,40,34,22,43,38,11,5,6,56,13,11,48,21,20,52,48,39,30,18,35,41,23,64,45,22,31,4,42,14,12,26,12,14,16,31,20,2,21,32,35,30
24,30,22,56,26,1,36,7,30,14,48,19,60,26,20,28,35,35,24,12,20,2,46,27,4,24,41,40,22,42,32,36,42,22,36,41,4,10,34,51,26,18,6,6,0,24,28,16,3,0,22,29,1,17,9,9,41,54,27,29,41,36,22,44,38,11,5,6,58,14,11,49,22,18,51,50,41,31,18,35,41,23,64,46,22,32,4,43,14,13,27,11,15,16,32,21,2,21,32,34,33
25,30,24,58,29,1,35,7,30,14,48,20,58,29,20,28,35,35,25,11,22,2,46,27,4,25,41,43,22,42,35,36,44,24,35,39,4,10,34,49,27,19,6,5,0,26,29,17,4,0,25,29,1,17,9,9,42,54,27,29,40,35,22,45,41,12,5,6,58,14,12,51,21,17,50,50,42,30,18,36,44,23,64,46,23,33,5,45,14,13,26,11,18,17,31,21,2,21,32,31,32
26,33,22,58,30,1,35,7,30,14,49,20,61,29,22,28,35,35,26,12,22,2,46,27,4,25,43,43,22,42,35,37,45,25,35,40,4,10,34,50,27,20,6,5,0,27,29,17,4,0,25,29,1,17,9,10,43,54,27,29,39,37,22,48,42,14,5,6,59,15,12,51,22,18,49,50,43,31,18,38,44,23,62,46,23,33,5,45,14,13,26,12,19,19,32,21,2,21,32,31,32
27,37,22,58,30,1,35,7,31,14,51,20,61,29,23,28,36,37,29,13,22,2,44,27,4,27,44,44,24,43,35,39,44,26,36,40,4,10,34,49,27,21,6,5,0,27,30,17,4,0,26,31,1,17,9,10,43,55,27,30,39,38,22,50,42,14,5,8,61,16,13,54,20,18,49,51,42,31,18,39,44,23,62,47,24,33,5,47,14,11,27,12,19,19,33,21,2,22,32,30,33
