"time","species_1","species_2","species_3","species_4","species_5","species_6","species_7","species_8","species_9","species_10","species_11","species_12","species_13","species_14","species_15","species_16","species_17","species_18","species_19","species_20","species_21","species_22","species_23","species_24","species_25","species_26","species_27","species_28","species_29","species_30","species_31","species_32","species_33","species_34","species_35","species_36","species_37","species_38","species_39","species_40","species_41","species_42","species_43","species_44","species_45","species_46","species_47","species_48","species_49","species_50","species_51","species_52","species_53","species_54","species_55","species_56","species_57","species_58","species_59","species_60","species_61","species_62","species_63","species_64","species_65","species_66","species_67","species_68","species_69","species_70","species_71","species_72","species_73","species_74","species_75","species_76","species_77","species_78","species_79","species_80","species_81","species_82","species_83","species_84","species_85","species_86","species_87","species_88","species_89","species_90","species_91","species_92","species_93","species_94","species_95","species_96","species_97","species_98","species_99","species_100"
1,7,0,7,15,12,4,2,2,20,23,3,15,6,1,6,4,3,7,0,5,3,10,10,5,7,4,2,3,2,1,9,16,3,9,7,7,18,11,14,11,9,4,11,15,5,9,2,15,7,4,11,10,4,8,5,7,7,8,15,16,4,6,13,15,15,0,15,15,17,3,9,6,9,2,11,14,4,17,4,8,20,2,5,4,7,12,7,2,12,7,5,2,14,14,1,7,3,16,4,3
2,8,0,13,20,15,5,5,4,24,31,5,21,9,2,9,8,3,14,1,10,4,14,15,8,11,6,5,4,3,1,10,22,3,13,8,8,21,20,19,12,10,4,13,15,8,10,3,22,13,11,18,16,8,10,5,9,11,14,18,25,6,8,17,19,20,0,20,19,21,4,14,10,13,2,14,20,6,26,5,11,22,2,7,4,7,16,14,3,17,10,7,4,19,24,2,7,6,22,10,5
3,11,0,15,26,18,6,8,5,29,36,7,29,12,3,11,8,5,19,1,12,5,16,21,8,11,10,7,6,3,1,11,27,7,18,10,12,27,22,22,15,13,5,15,17,11,16,4,25,13,15,24,20,10,11,6,15,14,18,23,38,9,9,21,26,30,0,23,23,28,6,19,12,18,3,18,26,7,31,7,14,28,2,8,4,8,27,22,4,26,10,11,4,23,27,2,9,8,22,11,5
4,16,1,16,28,23,7,9,5,33,39,7,32,14,5,13,10,7,29,4,16,7,17,28,11,12,13,7,7,4,3,15,29,9,19,10,14,31,24,24,19,18,7,19,21,11,17,4,26,15,17,28,22,12,13,8,17,16,25,28,42,14,15,24,32,34,0,24,30,34,7,21,12,22,4,25,30,7,33,11,17,35,2,9,4,9,39,23,4,28,11,11,4,28,33,2,9,12,27,13,7
5,20,1,16,28,24,8,9,6,34,44,9,33,14,9,15,11,7,32,4,16,7,21,29,11,13,15,7,7,4,3,17,32,9,21,13,19,33,27,25,20,21,8,21,26,12,22,4,30,15,17,34,26,14,13,10,22,17,26,32,45,15,17,26,40,35,0,27,35,37,8,21,12,24,4,29,35,9,35,12,19,43,2,10,4,9,43,28,5,31,11,12,4,32,35,2,11,13,29,14,8
6,23,1,20,30,24,11,9,7,35,47,10,36,18,12,17,11,7,32,6,21,7,21,32,14,14,18,7,7,4,3,20,40,9,23,14,23,38,32,27,20,24,9,24,28,14,22,4,35,16,21,39,30,16,13,10,25,18,35,37,51,17,18,28,46,36,0,30,38,41,9,30,13,26,4,30,38,10,43,14,21,45,3,10,4,10,44,30,5,36,13,12,4,37,42,3,12,14,32,14,10
7,26,1,20,35,25,11,10,8,40,50,10,38,19,13,19,12,8,33,6,21,7,22,35,17,15,18,8,7,4,3,21,42,10,24,14,24,42,33,30,21,26,9,27,30,13,24,5,40,18,26,40,30,17,13,11,29,19,37,39,57,20,20,30,48,39,0,37,42,44,10,32,14,29,5,31,40,12,51,14,22,51,3,11,4,10,46,34,6,40,14,12,5,46,42,4,13,16,33,17,11
8,29,1,20,38,25,14,11,8,46,51,11,45,20,14,20,12,8,35,7,21,7,23,37,19,15,19,8,8,4,3,21,45,10,25,15,26,46,35,32,24,28,9,29,31,14,25,6,44,18,27,47,33,19,15,12,32,20,39,40,61,21,23,34,48,40,0,39,42,52,13,34,14,31,5,33,38,13,55,15,23,54,3,13,4,10,50,35,7,42,16,12,5,50,47,5,13,17,34,18,12
9,35,2,21,39,28,15,11,9,47,51,12,48,21,15,21,13,9,38,7,22,7,26,40,21,15,21,9,9,4,3,21,47,11,27,17,33,46,37,36,26,29,9,31,34,16,25,6,46,18,27,51,35,22,15,13,35,20,43,41,61,22,22,35,52,42,0,41,42,55,15,35,14,33,5,35,42,13,57,14,26,58,4,13,4,10,55,35,7,43,16,14,5,50,49,5,14,17,38,21,14
10,37,2,22,40,30,17,10,9,48,54,13,51,22,15,24,13,9,39,8,22,8,28,42,22,17,22,8,9,4,3,23,50,14,28,18,32,49,39,35,28,29,9,33,36,17,25,6,46,18,27,57,37,23,17,13,37,21,44,43,60,25,23,38,55,44,0,41,43,57,15,35,14,36,5,36,43,15,62,14,29,60,4,13,5,11,58,37,9,44,16,14,5,50,52,5,15,17,40,21,14
