"time","species_1","species_2","species_3","species_4","species_5","species_6","species_7","species_8","species_9","species_10","species_11","species_12","species_13","species_14","species_15","species_16","species_17","species_18","species_19","species_20","species_21","species_22","species_23","species_24","species_25","species_26","species_27","species_28","species_29","species_30","species_31","species_32","species_33","species_34","species_35","species_36","species_37","species_38","species_39","species_40","species_41","species_42","species_43","species_44","species_45","species_46","species_47","species_48","species_49","species_50","species_51","species_52","species_53","species_54","species_55","species_56","species_57","species_58","species_59","species_60","species_61","species_62","species_63","species_64","species_65","species_66","species_67","species_68","species_69","species_70","species_71","species_72","species_73","species_74","species_75","species_76","species_77","species_78","species_79","species_80","species_81","species_82","species_83","species_84","species_85","species_86","species_87","species_88","species_89","species_90","species_91","species_92","species_93","species_94","species_95","species_96","species_97","species_98","species_99","species_100"
1,34,28,20,22,11,15,29,10,19,33,27,33,14,8,3,11,5,4,1,22,21,6,27,40,31,25,12,31,1,34,5,16,20,30,13,13,10,4,16,9,29,17,14,22,40,1,3,10,20,11,5,9,4,4,15,39,11,6,39,25,29,3,18,12,3,24,2,9,29,3,15,13,33,32,11,16,44,36,36,32,23,11,10,33,17,29,19,9,13,9,21,21,6,35,3,1,33,5,0,31
2,47,36,23,36,14,17,32,14,28,43,32,43,20,9,4,16,6,7,1,27,27,12,34,50,44,36,16,44,3,39,8,26,22,37,18,17,12,4,20,11,35,25,16,32,49,3,4,15,23,13,8,9,4,5,20,54,14,10,51,33,39,4,24,16,5,33,3,9,35,9,19,16,44,41,12,23,55,44,45,39,29,15,11,41,22,35,23,12,19,12,24,26,8,42,5,2,46,5,0,46
3,51,44,25,40,21,17,34,14,35,51,36,48,22,10,3,21,6,7,1,34,31,15,40,55,54,43,17,53,3,44,8,28,22,42,21,19,12,5,25,13,40,28,19,41,54,3,6,20,30,15,8,9,6,7,23,69,15,13,56,38,43,4,30,20,5,38,3,10,41,11,23,16,51,49,16,27,61,50,49,51,38,17,13,46,25,44,25,13,23,16,29,31,7,50,7,2,58,6,0,48
4,57,47,29,41,23,18,38,15,39,58,41,54,25,10,4,24,7,8,2,39,34,20,44,58,60,47,17,56,3,54,8,29,26,47,24,19,12,6,27,14,48,32,19,43,61,3,6,20,36,16,9,9,8,7,23,73,16,15,62,41,42,5,34,20,6,44,3,11,45,11,24,16,61,53,16,35,67,60,54,52,41,19,15,55,30,47,26,15,28,20,31,33,8,57,7,3,65,8,0,54
5,62,53,31,49,23,19,42,17,40,63,47,55,30,11,4,27,7,8,2,43,36,19,47,60,63,49,17,58,4,61,10,32,25,51,25,21,12,7,29,16,54,34,22,44,64,3,8,22,38,18,10,10,8,9,27,76,17,15,65,44,44,5,37,21,6,47,3,12,52,12,24,16,64,57,16,35,77,69,60,57,46,22,14,65,32,51,26,15,29,22,36,34,8,62,8,3,69,8,0,57
6,63,55,33,51,24,20,43,17,44,66,48,58,34,11,5,27,7,9,3,45,38,20,50,61,68,52,17,61,4,64,11,34,26,55,24,23,14,7,34,16,61,36,25,51,67,3,8,23,42,18,10,10,8,9,28,81,18,18,69,45,46,5,44,21,8,50,3,11,55,12,23,17,66,62,16,39,81,72,64,57,48,23,14,66,34,51,28,16,30,22,35,37,9,70,8,3,71,8,0,60
7,70,55,35,54,26,23,45,18,50,67,49,60,34,11,6,29,7,10,3,46,39,20,54,61,70,56,18,62,4,64,10,35,33,57,26,24,14,7,36,16,64,38,26,55,69,3,9,24,45,18,10,11,8,9,28,82,18,18,71,46,48,5,44,21,8,49,4,12,59,12,26,18,70,65,16,40,87,73,65,56,49,24,14,67,36,52,29,16,30,23,35,37,9,71,8,3,74,8,0,63
8,75,56,36,54,27,23,47,18,51,67,50,65,34,11,6,32,7,11,3,49,43,20,55,63,72,58,19,67,4,64,11,36,32,57,31,24,15,6,38,16,69,38,27,55,73,3,9,27,48,19,12,11,8,9,28,80,18,17,73,46,50,5,50,23,8,49,4,12,63,12,27,19,71,61,16,43,88,73,66,60,51,24,15,71,36,54,29,16,31,23,36,39,9,74,8,4,76,8,0,64
9,75,57,37,57,27,23,48,18,53,69,54,67,34,12,6,33,7,12,3,49,44,21,55,64,72,59,21,68,4,65,12,36,36,59,33,26,14,6,38,17,71,39,28,56,74,3,9,27,49,20,14,11,9,9,29,82,19,18,74,46,50,5,52,25,8,49,4,13,63,12,28,19,72,62,16,46,91,75,68,61,52,24,15,76,38,54,31,16,32,24,36,40,9,79,8,4,75,8,0,64
10,74,59,37,58,27,24,50,18,53,71,55,67,34,12,7,34,7,12,3,52,44,21,56,62,74,61,21,70,4,69,11,35,38,59,33,26,15,6,38,17,72,39,30,58,73,3,9,27,52,20,15,12,9,9,30,82,19,19,75,50,51,5,53,25,8,50,4,12,64,13,27,19,73,61,17,46,93,75,67,63,54,25,16,79,41,54,32,17,33,24,36,40,9,80,8,4,77,8,0,65
11,75,58,38,59,28,25,50,18,54,69,55,65,34,11,8,35,7,12,3,52,45,21,57,61,76,62,21,74,4,71,11,36,39,61,34,26,14,6,38,17,72,39,32,61,75,3,10,27,52,20,15,12,9,10,30,83,19,18,77,50,52,5,52,26,8,53,4,12,64,14,27,20,73,61,17,46,92,80,69,65,54,25,16,79,42,55,33,17,35,26,36,40,10,82,8,4,76,8,0,65
12,77,58,39,62,28,25,50,19,54,72,56,65,33,11,8,36,7,12,4,53,44,21,57,63,76,63,22,74,4,72,12,37,39,61,35,26,14,7,38,17,71,39,33,61,76,3,9,27,53,20,15,12,9,10,30,82,19,18,77,48,52,5,53,26,8,52,5,12,66,14,27,20,74,61,17,49,94,80,68,65,55,26,17,80,42,56,33,17,35,25,39,41,11,82,8,4,78,7,0,65
13,76,59,39,62,29,26,51,19,54,71,57,66,33,11,9,36,7,12,4,54,44,21,57,64,75,64,23,73,4,74,13,37,40,61,35,26,14,8,38,17,71,40,33,61,77,4,9,27,53,20,15,12,9,10,30,83,20,18,77,50,53,5,54,27,8,51,5,12,67,14,26,20,72,61,16,50,92,82,69,65,56,26,17,81,44,56,33,17,34,25,39,41,11,82,8,4,79,7,0,64
14,75,59,40,61,30,25,51,19,54,71,57,66,33,11,9,36,7,12,4,56,43,21,58,64,78,64,23,72,4,74,13,38,40,64,35,26,14,8,39,17,71,40,33,61,77,4,9,28,54,20,15,12,9,10,29,83,20,18,77,50,54,5,54,27,8,51,5,12,68,15,24,20,73,62,16,49,92,83,69,64,56,26,17,80,44,56,33,17,36,26,42,42,12,81,8,4,79,7,0,64
15,75,59,39,60,30,25,52,19,54,71,59,66,33,11,9,36,7,12,4,57,43,21,59,64,78,64,24,72,4,74,13,38,40,64,35,26,14,8,40,17,71,40,34,60,77,4,8,29,55,20,15,12,9,10,29,83,20,19,77,52,54,5,53,27,8,50,5,12,68,15,24,20,75,61,16,49,93,83,69,64,56,26,17,79,44,56,33,17,35,26,41,42,13,82,8,4,79,7,0,62
16,77,60,40,59,30,25,52,19,54,71,59,66,33,11,9,36,7,12,4,57,44,22,59,64,78,65,24,73,4,75,13,39,41,63,36,26,14,8,40,17,73,41,35,60,79,5,8,29,56,20,15,12,9,10,29,84,20,20,77,54,51,5,51,27,8,50,5,12,69,15,24,20,74,59,17,50,95,83,69,63,56,25,17,78,44,56,33,17,35,27,40,42,13,82,8,4,79,7,0,61
17,76,60,39,59,30,25,52,19,54,71,59,66,33,11,8,36,7,12,4,58,44,23,59,65,78,65,25,72,4,74,12,40,42,63,37,27,14,8,40,17,73,41,35,59,80,5,8,29,58,19,15,12,9,10,29,84,20,20,77,54,52,5,51,27,8,51,5,12,69,15,24,20,75,58,17,50,95,85,69,61,56,25,17,79,44,60,33,18,36,27,40,42,13,82,8,4,78,7,0,62
18,78,60,39,59,29,25,52,18,54,71,59,67,32,11,8,35,7,12,4,58,44,23,59,64,79,66,25,73,4,74,13,39,42,61,37,27,14,8,40,17,73,41,34,60,79,5,8,29,58,19,15,12,9,10,29,84,21,20,78,54,52,5,51,27,9,52,5,12,69,15,24,20,75,56,17,51,95,85,69,60,57,26,17,79,45,60,33,19,36,27,40,42,13,82,8,4,76,7,0,62
19,78,60,40,59,29,25,50,18,54,69,59,67,32,12,8,36,7,12,5,59,44,23,59,66,79,66,25,73,4,74,13,39,43,59,37,27,14,8,40,17,73,41,33,60,78,4,8,29,57,19,15,12,9,10,29,84,22,20,79,55,52,5,51,27,10,52,6,12,69,15,24,21,76,56,17,52,95,85,71,58,58,24,17,79,45,58,34,20,35,27,38,42,13,81,8,4,75,7,0,62
20,76,62,41,59,29,25,50,18,54,69,61,68,31,13,8,36,7,12,6,58,44,23,59,65,79,67,25,73,4,74,13,40,44,59,37,27,14,8,40,17,75,41,33,60,79,4,8,29,57,19,15,12,9,10,29,85,22,20,80,55,51,5,52,27,10,53,5,12,71,16,24,21,77,54,17,52,95,85,73,58,58,24,17,79,43,58,35,20,35,28,38,42,13,81,8,4,74,7,0,62
21,75,61,40,59,29,25,49,18,54,69,61,68,31,13,8,37,7,12,6,58,45,23,59,65,78,67,25,74,4,74,13,40,45,59,37,27,14,8,40,17,74,42,34,61,78,4,8,29,60,19,15,13,9,10,29,87,22,20,81,56,51,5,51,27,10,53,5,12,71,16,24,21,77,53,17,52,95,85,73,57,59,24,18,78,43,58,35,20,35,28,38,42,13,80,8,4,71,7,0,61
22,75,62,41,59,30,25,48,18,55,70,62,68,32,13,8,37,7,11,6,58,45,23,59,65,78,67,26,74,4,74,13,39,44,58,37,27,14,8,40,17,74,42,36,61,80,4,8,29,60,19,15,13,9,10,29,87,22,20,82,56,50,5,50,27,9,52,5,11,71,16,24,20,77,52,17,52,92,85,71,56,59,23,17,77,43,58,35,20,35,28,38,42,13,81,8,4,68,7,0,60
23,74,62,40,59,32,25,49,18,55,69,61,66,33,13,8,37,7,11,6,58,45,23,59,65,78,68,26,75,4,75,13,39,43,59,38,27,14,8,41,17,75,42,35,61,80,3,8,29,60,19,15,13,9,10,29,86,22,20,82,57,51,5,49,28,9,53,5,11,71,16,25,20,77,54,17,52,94,85,71,55,58,24,17,76,43,58,35,20,35,28,39,42,13,82,8,4,68,7,0,60
24,73,62,41,61,32,25,49,19,56,67,61,66,33,13,8,37,7,11,6,58,44,22,59,64,78,68,26,74,4,75,13,39,43,59,38,27,15,8,42,17,76,42,35,61,80,3,8,29,61,19,15,13,8,10,29,86,22,21,82,57,51,5,50,27,9,54,5,11,71,15,26,20,77,54,17,52,94,85,71,55,58,25,18,76,43,58,35,19,35,28,38,42,13,82,8,4,66,7,0,62
25,73,63,41,61,32,25,49,19,56,66,61,66,35,13,8,37,7,13,5,59,44,22,58,63,78,68,26,74,5,74,13,39,43,59,38,27,15,8,42,17,77,42,35,62,80,3,8,29,63,18,15,13,8,10,28,88,22,21,83,57,52,5,49,27,7,53,5,11,71,15,26,21,77,54,18,53,93,85,73,54,58,25,18,76,44,59,35,19,34,28,37,42,12,81,8,4,68,7,0,61
26,73,63,41,60,31,26,47,19,57,65,61,66,34,13,8,37,7,12,5,61,44,22,58,63,78,69,26,72,5,74,13,39,40,59,38,27,15,7,43,17,77,42,35,62,82,3,8,29,63,17,16,13,8,10,28,88,22,21,84,57,52,5,50,27,7,53,5,11,72,15,26,21,76,54,17,52,94,85,73,55,58,26,18,76,44,58,35,19,32,28,38,43,13,83,8,4,66,7,0,63
27,74,64,41,60,31,26,47,19,56,66,62,66,33,13,8,38,7,12,6,61,43,22,58,62,78,72,26,72,5,74,13,39,40,58,38,27,15,7,43,17,78,42,36,62,83,3,8,29,64,17,15,13,10,10,28,90,22,20,85,57,52,5,50,28,8,52,5,10,72,15,26,21,76,54,17,53,94,85,73,54,58,26,18,74,44,58,35,19,32,28,38,44,13,82,8,4,66,7,0,63
28,72,64,40,60,31,27,47,19,57,65,62,65,32,13,8,39,7,12,6,61,43,22,60,63,80,72,27,71,5,74,13,40,40,59,38,28,15,7,45,17,77,42,37,63,83,3,8,29,65,17,15,13,10,10,27,90,22,19,85,58,54,5,50,29,8,52,5,10,72,15,26,21,76,53,17,52,95,85,73,54,58,27,18,74,44,58,35,19,31,28,38,44,13,81,8,4,66,7,0,63
29,71,63,40,61,32,27,47,19,57,65,62,64,32,13,8,39,7,12,6,61,43,21,60,63,80,74,27,71,5,74,13,40,40,58,38,28,15,6,45,17,76,42,37,63,82,3,8,29,65,17,15,13,11,10,26,90,22,19,86,58,53,5,50,29,8,53,5,10,72,15,25,21,77,53,16,52,93,86,74,55,58,27,20,70,44,58,35,19,31,28,39,44,13,81,8,4,66,7,0,62
30,71,63,40,60,32,28,48,19,56,65,62,63,32,13,8,39,7,12,6,61,43,21,60,63,80,74,27,71,5,74,13,40,40,57,38,28,14,6,47,17,76,42,36,63,82,3,8,29,66,17,15,13,11,10,27,90,22,19,87,58,54,5,51,29,8,53,5,10,72,15,25,21,75,54,16,51,92,85,74,55,58,27,20,68,43,58,34,19,32,29,39,45,13,79,8,4,66,7,0,63
31,72,62,41,59,32,28,48,19,56,64,62,62,32,13,8,38,7,12,6,61,43,21,60,64,80,74,27,71,5,74,13,40,40,56,38,28,14,6,47,16,73,43,36,63,82,3,8,29,66,17,15,14,11,10,27,89,22,19,87,58,55,5,51,29,8,53,5,10,72,15,25,21,75,52,16,52,93,84,74,54,58,28,20,67,43,58,34,19,32,29,39,45,13,79,8,4,66,7,0,63
32,71,62,40,59,33,28,48,19,56,64,63,62,32,13,8,38,7,12,6,61,42,21,60,64,82,74,27,71,5,74,13,40,40,56,39,28,14,6,47,16,74,43,34,63,82,3,8,29,67,17,15,14,11,10,27,89,22,19,87,58,53,5,51,29,8,52,4,10,72,16,24,21,75,50,16,52,92,85,74,54,58,28,20,68,44,57,34,19,31,29,38,45,14,80,8,5,64,6,0,62
33,71,62,40,59,34,28,49,20,56,65,63,63,32,13,8,38,7,12,6,62,41,20,60,62,82,75,27,71,5,74,13,40,40,57,39,28,14,6,48,17,73,43,32,65,82,3,8,29,67,18,15,14,11,10,27,89,22,19,87,59,54,5,50,29,9,51,4,10,72,16,24,21,76,50,16,51,90,85,74,53,58,27,20,68,44,59,35,19,31,29,38,45,14,80,8,5,63,6,0,62
34,70,62,39,58,35,28,49,21,56,66,64,63,32,13,8,38,7,12,6,62,41,19,60,63,82,76,27,71,5,75,12,39,41,55,39,28,14,6,48,17,72,43,30,65,84,3,8,29,67,19,15,14,11,10,27,89,22,19,87,59,53,5,50,29,9,48,4,11,72,16,23,21,77,50,16,52,89,85,74,53,57,27,21,67,43,59,35,19,31,30,37,45,14,80,8,5,62,6,0,62
35,72,61,38,58,37,29,49,21,56,66,64,62,32,13,8,38,7,12,6,62,41,19,60,62,82,76,28,70,5,75,12,39,41,55,39,29,14,6,49,17,72,42,30,65,85,3,9,29,68,19,15,14,11,10,28,90,22,18,88,60,52,5,52,29,9,49,4,12,72,16,23,21,77,50,16,52,89,84,73,52,56,27,21,67,42,57,36,19,32,30,38,45,14,80,8,5,61,5,0,63
36,72,61,37,58,36,29,49,22,56,64,65,61,32,13,8,38,7,12,6,62,39,20,60,60,82,76,28,70,5,75,12,40,41,57,39,29,14,6,49,17,71,42,30,66,86,3,9,29,68,19,16,14,12,10,28,92,22,18,88,62,52,5,52,30,9,50,4,13,72,16,22,21,75,49,16,52,89,84,74,52,56,27,20,67,42,59,36,19,31,30,38,45,14,81,7,5,62,5,0,61
37,74,62,36,57,36,28,49,22,56,63,64,61,32,13,8,39,7,12,6,62,39,20,60,59,82,78,28,70,5,75,12,40,42,55,39,29,14,6,49,18,71,41,30,67,86,3,9,29,68,19,16,14,12,10,28,91,22,19,89,61,53,5,52,30,9,51,4,13,73,16,23,21,75,49,16,53,89,84,74,52,56,27,20,66,42,60,36,20,31,31,39,45,14,82,7,5,61,5,0,59
38,74,62,36,57,36,28,49,22,56,63,64,62,32,13,8,39,7,12,6,62,39,20,60,60,82,79,28,70,4,74,12,40,44,55,40,29,14,6,50,18,69,42,29,66,87,3,9,29,68,20,16,14,12,9,29,89,22,19,88,61,52,5,50,30,9,52,4,12,73,16,23,21,75,48,16,53,89,85,75,51,56,28,20,64,42,58,36,21,30,31,39,45,14,81,6,5,60,5,0,60
