"time","species_1","species_2","species_3","species_4","species_5","species_6","species_7","species_8","species_9","species_10","species_11","species_12","species_13","species_14","species_15","species_16","species_17","species_18","species_19","species_20","species_21","species_22","species_23","species_24","species_25","species_26","species_27","species_28","species_29","species_30","species_31","species_32","species_33","species_34","species_35","species_36","species_37","species_38","species_39","species_40","species_41","species_42","species_43","species_44","species_45","species_46","species_47","species_48","species_49","species_50","species_51","species_52","species_53","species_54","species_55","species_56","species_57","species_58","species_59","species_60","species_61","species_62","species_63","species_64","species_65","species_66","species_67","species_68","species_69","species_70","species_71","species_72","species_73","species_74","species_75","species_76","species_77","species_78","species_79","species_80","species_81","species_82","species_83","species_84","species_85","species_86","species_87","species_88","species_89","species_90","species_91","species_92","species_93","species_94","species_95","species_96","species_97","species_98","species_99","species_100"
1,1,5,1,12,11,8,6,6,10,4,1,7,4,3,7,16,0,8,11,3,17,7,3,10,3,2,2,4,5,6,2,0,13,6,1,16,10,10,12,3,10,7,10,12,3,1,1,11,2,11,11,3,11,14,2,11,8,7,6,5,8,8,7,11,15,2,12,11,10,5,6,4,12,3,4,7,5,8,10,14,6,4,13,9,0,3,14,17,4,17,11,8,11,9,4,5,10,1,13,2
2,1,7,2,16,16,10,8,6,16,13,1,9,5,5,10,20,0,8,21,3,23,13,5,15,4,7,3,9,9,7,3,0,18,5,1,21,14,15,13,4,14,14,15,15,4,1,1,16,3,14,13,6,13,18,7,15,11,9,7,8,11,19,9,16,22,5,14,19,13,10,7,4,16,4,4,9,9,10,11,17,8,4,17,22,0,5,19,26,6,21,19,11,15,10,9,5,14,3,19,3
3,1,11,4,19,23,12,8,7,18,17,1,12,6,5,11,25,1,12,27,4,25,17,6,18,4,7,3,9,11,12,3,0,20,9,2,25,15,17,19,4,18,18,18,19,5,2,1,18,5,21,17,6,14,20,9,20,15,11,10,9,16,24,11,19,27,7,16,24,17,11,9,4,17,4,4,12,10,11,14,21,9,5,22,28,0,6,24,29,7,26,24,15,15,12,9,6,22,4,24,6
4,1,11,4,20,24,16,10,7,19,18,1,14,10,6,11,27,1,14,29,5,29,20,6,20,6,8,4,10,11,16,3,2,23,9,2,32,20,19,20,5,21,27,21,23,5,2,1,25,7,22,22,11,20,25,10,26,18,13,12,10,17,26,13,27,35,9,20,27,19,13,14,4,23,4,4,13,14,12,18,22,13,6,23,33,0,9,30,33,7,28,28,18,17,14,10,8,30,4,27,7
5,1,12,5,23,28,19,10,8,23,20,2,18,13,6,13,30,1,15,32,9,35,22,6,23,7,9,4,12,14,23,3,2,25,11,3,35,23,22,22,6,20,36,23,28,6,2,3,29,7,22,22,12,23,29,11,28,18,17,12,16,21,30,14,28,37,10,23,30,25,13,15,6,28,5,5,15,15,13,19,24,18,7,28,36,2,10,39,36,6,34,33,20,20,15,10,9,37,5,30,9
6,1,12,6,27,33,24,10,9,26,23,2,20,15,6,16,39,2,16,32,14,40,28,6,26,9,9,5,13,17,23,3,3,31,12,4,37,27,27,24,10,20,37,26,30,7,2,3,31,7,23,24,15,23,33,12,36,19,18,14,18,26,35,15,30,42,12,26,34,26,15,18,7,31,5,5,16,17,17,20,30,19,8,31,41,2,11,46,40,8,39,35,22,23,18,10,10,39,5,36,11
7,2,13,7,29,34,29,10,11,31,24,2,23,17,7,17,44,2,17,34,17,42,33,7,27,9,11,5,14,19,24,5,3,32,13,6,43,27,31,26,9,21,43,29,33,8,2,3,33,7,23,28,16,27,35,13,36,21,19,15,19,27,40,16,36,43,13,28,38,28,14,20,7,33,6,6,18,17,19,20,34,22,8,35,41,2,11,47,42,9,42,35,25,25,18,12,10,42,6,42,12
8,2,13,9,29,35,36,14,11,36,25,2,24,20,9,18,45,4,18,38,18,47,34,7,29,10,11,6,16,19,25,5,3,34,13,6,45,27,35,27,11,26,45,31,35,10,2,3,36,8,25,29,18,31,40,13,39,22,19,16,21,28,42,16,38,44,14,31,40,28,15,21,7,35,6,7,21,19,25,20,36,25,9,37,42,2,13,50,47,9,46,35,27,25,20,12,10,42,6,44,12
9,2,14,9,29,35,41,14,13,36,29,2,25,24,11,18,49,4,18,39,19,49,37,7,32,10,11,7,17,20,26,5,3,35,13,7,48,31,41,27,13,25,46,33,36,11,2,3,38,10,25,32,18,31,41,15,41,21,19,16,22,34,44,18,43,46,15,33,41,29,15,23,8,37,8,7,27,19,27,22,36,27,10,40,45,2,14,51,51,9,50,36,30,29,21,12,11,46,6,46,14
10,2,15,11,31,37,44,15,13,40,30,2,26,25,14,20,52,4,19,42,21,49,39,7,34,10,11,7,17,23,28,5,3,40,13,7,47,33,46,29,13,25,50,36,38,12,2,3,41,10,26,35,21,35,42,17,45,24,20,16,25,37,46,19,45,48,16,34,43,30,15,23,10,40,8,7,29,22,28,23,40,28,11,40,48,2,16,52,53,9,51,39,34,31,23,12,11,49,6,47,15
