"time","species_1","species_2","species_3","species_4","species_5","species_6","species_7","species_8","species_9","species_10","species_11","species_12","species_13","species_14","species_15","species_16","species_17","species_18","species_19","species_20","species_21","species_22","species_23","species_24","species_25","species_26","species_27","species_28","species_29","species_30","species_31","species_32","species_33","species_34","species_35","species_36","species_37","species_38","species_39","species_40","species_41","species_42","species_43","species_44","species_45","species_46","species_47","species_48","species_49","species_50","species_51","species_52","species_53","species_54","species_55","species_56","species_57","species_58","species_59","species_60","species_61","species_62","species_63","species_64","species_65","species_66","species_67","species_68","species_69","species_70","species_71","species_72","species_73","species_74","species_75","species_76","species_77","species_78","species_79","species_80","species_81","species_82","species_83","species_84","species_85","species_86","species_87","species_88","species_89","species_90","species_91","species_92","species_93","species_94","species_95","species_96","species_97","species_98","species_99","species_100"
1,7,1,5,10,2,7,7,1,1,3,5,1,7,5,4,2,3,4,6,7,2,1,8,7,3,2,6,1,7,2,5,0,4,3,2,6,1,1,7,7,1,0,5,2,0,3,0,7,9,11,8,6,2,5,8,7,7,9,1,2,4,11,7,5,3,2,5,0,1,4,2,5,9,1,9,0,8,5,3,6,2,0,2,2,5,5,3,0,0,4,0,1,9,3,5,0,4,2,4,0
2,12,2,5,9,9,9,10,1,4,6,6,1,7,6,5,2,5,7,9,7,3,3,11,10,5,2,8,1,9,2,6,0,6,3,3,11,4,2,9,11,1,2,7,5,0,4,0,11,10,12,10,7,3,7,8,8,9,9,1,2,4,12,15,8,5,4,9,0,1,6,4,7,11,2,15,0,12,7,5,9,5,0,2,4,5,8,4,0,0,7,0,2,10,3,7,0,6,2,6,1
3,12,4,7,13,10,11,10,1,6,9,9,1,13,7,6,2,8,7,16,11,5,3,13,13,5,3,15,1,16,2,7,0,10,3,5,11,5,3,15,14,1,2,7,7,0,6,0,14,12,14,13,10,5,10,9,9,12,13,2,2,5,17,22,12,10,4,11,2,1,6,5,9,12,2,22,1,15,9,7,14,5,1,2,6,5,11,4,0,0,10,0,2,12,5,13,1,7,3,10,1
4,12,5,7,15,11,15,10,1,10,12,11,1,15,10,9,3,9,8,17,15,7,4,15,15,6,2,18,1,19,2,9,0,10,3,5,13,6,3,15,15,2,2,10,11,0,7,0,14,12,17,17,12,6,16,11,10,16,14,2,3,5,20,24,15,15,6,11,2,1,6,5,13,13,3,28,2,17,13,8,16,5,1,2,7,6,12,6,0,0,14,0,2,16,8,18,2,15,2,13,3
5,12,6,7,16,13,16,10,2,11,13,14,1,16,11,9,4,10,11,19,15,8,6,18,16,7,2,20,4,22,3,15,0,11,3,6,15,9,3,16,22,2,2,13,15,0,8,0,17,13,19,25,14,7,18,16,12,19,18,3,3,5,21,27,15,15,6,13,2,1,7,5,14,19,3,30,2,16,14,9,17,9,1,3,7,6,13,7,0,0,16,0,3,16,9,19,5,16,3,14,4
6,14,8,8,19,13,18,10,2,13,14,15,1,19,14,12,4,10,14,20,17,7,6,21,20,8,2,21,4,24,4,15,0,14,5,6,16,11,3,17,23,2,4,17,17,0,9,0,17,13,21,28,16,8,18,19,15,21,21,4,3,6,25,30,18,16,8,13,3,1,8,6,17,20,4,31,3,17,16,10,20,11,1,5,8,6,13,8,1,0,18,0,3,18,9,26,5,21,4,15,5
7,15,10,8,20,17,21,9,3,14,19,16,1,20,15,15,4,11,16,25,19,7,7,22,24,7,1,25,4,25,6,15,0,16,5,6,17,12,3,17,26,2,4,18,17,0,10,0,18,13,23,32,23,10,19,22,16,24,24,5,4,6,28,32,19,15,8,16,4,1,8,6,18,21,4,34,4,19,16,11,21,17,1,5,9,7,14,9,2,0,21,0,4,23,10,29,7,26,4,18,5
8,15,10,9,20,21,25,10,3,14,20,16,1,21,16,18,4,11,17,26,21,9,8,24,27,8,1,28,5,26,6,19,0,18,6,6,18,14,3,19,31,2,5,22,17,0,11,0,20,13,25,36,23,11,20,24,15,27,27,7,5,6,29,35,18,18,9,19,4,1,9,6,20,23,4,37,6,19,19,12,22,18,1,5,10,8,16,11,2,0,20,0,5,23,11,34,7,25,4,21,5
9,17,10,9,18,23,26,10,3,15,20,19,1,21,16,21,4,13,18,28,22,11,8,25,31,8,2,30,7,27,6,21,0,20,6,6,19,15,3,21,32,2,5,23,15,0,12,0,19,14,26,36,24,12,20,24,19,29,28,8,5,6,31,38,19,20,11,25,4,1,9,6,20,25,5,37,8,23,19,15,23,18,1,5,11,7,17,14,2,0,23,0,6,25,11,35,10,27,4,23,5
10,18,11,12,20,24,29,11,5,15,20,19,1,24,16,21,4,13,19,30,23,12,9,25,31,9,2,29,7,28,7,23,0,21,7,6,20,15,3,23,33,3,5,24,18,0,12,0,20,14,28,37,25,13,23,25,20,29,30,8,5,6,34,41,22,19,13,25,4,1,11,6,21,26,4,38,8,24,21,17,23,20,1,5,11,8,20,14,2,0,28,0,6,25,11,40,10,30,4,25,6
11,18,11,12,23,26,31,13,4,17,22,20,1,24,17,22,4,15,20,31,26,12,10,25,33,10,5,30,8,33,7,23,0,23,7,6,19,16,3,25,32,3,5,26,19,0,12,0,24,14,31,38,31,13,24,26,25,28,35,10,6,7,37,45,23,21,13,25,6,1,11,6,25,26,5,42,8,24,22,17,24,23,1,5,12,8,21,15,2,0,32,0,8,26,11,41,10,32,4,25,6
